,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,PK_Performance,PKatt_Performance
18,Morgan Amalfitano,fr  FRA,MF,West Ham,29,1985,13.2,3,,5,,,0.38,,0.60,,0,0
19,Jordi Amat,es  ESP,DF,Swansea City,22,1992,6.5,0,,0,,,0.00,,,,0,0
20,Sammy Ameobi,eng  ENG,"FW,MF",Newcastle Utd,22,1992,15.8,2,,4,,,0.25,,0.50,,0,0
21,Shola Ameobi,ng  NGA,FW,Crystal Palace,32,1981,0.5,0,,0,,,0.00,,,,0,0
22,Anderson,br  BRA,MF,Manchester Utd,26,1988,0.2,0,,0,,,0.00,,,,0,0
23,Victor Anichebe,ng  NGA,FW,West Brom,26,1988,11.5,3,,8,,,0.70,,0.38,,0,0
24,Vurnon Anita,cw  CUW,"DF,MF",Newcastle Utd,25,1989,14.1,0,,1,,,0.07,,0.00,,0,0
25,Scott Arfield,ca  CAN,MF,Burnley,25,1988,35.6,2,,10,,,0.28,,0.20,,0,1
26,Adam Armstrong,eng  ENG,"FW,MF",Newcastle Utd,17,1997,2.3,0,,2,,,0.85,,0.00,,0,0
27,Marko Arnautović,at  AUT,"FW,MF",Stoke City,25,1989,21.3,1,,8,,,0.38,,0.13,,0,0
28,Mikel Arteta,es  ESP,MF,Arsenal,32,1982,5.0,0,,0,,,0.00,,,,0,0
29,Oussama Assaidi,ma  MAR,"FW,MF",Stoke City,25,1988,2.6,0,,3,,,1.17,,0.00,,0,0
30,Christian Atsu,gh  GHA,"FW,MF",Everton,22,1992,1.3,0,,1,,,0.80,,0.00,,0,0
31,Charlie Austin,eng  ENG,FW,QPR,25,1989,34.1,18,,52,,,1.53,,0.29,,3,5
32,César Azpilicueta,es  ESP,DF,Chelsea,24,1989,27.6,0,,3,,,0.11,,0.00,,0,0
33,Leandro Bacuna,cw  CUW,"DF,MF",Aston Villa,22,1991,10.9,0,,3,,,0.27,,0.00,,0,0
34,Leighton Baines,eng  ENG,DF,Everton,29,1984,30.8,2,,9,,,0.29,,0.00,,2,3
35,Chris Baird,nir  NIR,"DF,MF",West Brom,32,1982,9.0,0,,2,,,0.22,,0.00,,0,0
36,Nathan Baker,eng  ENG,DF,Aston Villa,23,1991,8.5,0,,0,,,0.00,,,,0,0
37,Mario Balotelli,it  ITA,FW,Liverpool,23,1990,10.4,1,,19,,,1.82,,0.05,,0,0
38,Barry Bannan,sco  SCO,MF,Crystal Palace,24,1989,1.5,0,,1,,,0.65,,0.00,,0,0
39,Phil Bardsley,sco  SCO,DF,Stoke City,29,1985,23.1,0,,3,,,0.13,,0.00,,0,0
40,Ross Barkley,eng  ENG,MF,Everton,20,1993,21.8,2,,14,,,0.64,,0.14,,0,1
41,Ashley Barnes,eng  ENG,FW,Burnley,24,1989,26.8,5,,21,,,0.78,,0.24,,0,0
42,Modou Barrow,gm  GAM,"FW,MF",Swansea City,21,1992,3.2,0,,0,,,0.00,,,,0,0
43,Gareth Barry,eng  ENG,MF,Everton,33,1981,31.4,0,,7,,,0.22,,0.00,,0,0
44,Kyle Bartley,eng  ENG,DF,Swansea City,23,1991,7.0,0,,1,,,0.14,,0.00,,0,0
45,Joey Barton,eng  ENG,MF,QPR,31,1982,26.1,1,,8,,,0.31,,0.13,,0,0
46,Asmir Begović,ba  BIH,GK,Stoke City,27,1987,35.0,0,,0,,,0.00,,,,0,0
47,Héctor Bellerín,es  ESP,"DF,MF",Arsenal,19,1995,17.4,2,,4,,,0.23,,0.50,,0,0
48,Hatem Ben Arfa,fr  FRA,"FW,MF",Hull City,27,1987,4.3,0,,1,,,0.23,,0.00,,0,0
49,Darren Bent,eng  ENG,FW,Aston Villa,30,1984,0.9,0,,0,,,0.00,,,,0,0
50,Nabil Bentaleb,dz  ALG,MF,Tottenham,19,1994,24.4,0,,5,,,0.21,,0.00,,0,0
51,Christian Benteke,be  BEL,FW,Aston Villa,23,1990,26.4,13,,30,,,1.13,,0.40,,1,1
52,Saido Berahino,bi  BDI,"FW,MF",West Brom,20,1993,32.5,14,,37,,,1.14,,0.27,,4,4
53,Ryan Bertrand,eng  ENG,"DF,MF",Southampton,24,1989,33.9,2,,3,,,0.09,,0.67,,0,0
54,Muhamed Bešić,ba  BIH,"DF,MF",Everton,21,1992,14.3,0,,3,,,0.21,,0.00,,0,0
55,Mame Biram Diouf,sn  SEN,"FW,MF",Stoke City,26,1987,27.0,11,,22,,,0.81,,0.50,,0,0
56,Tyler Blackett,eng  ENG,DF,Manchester Utd,20,1994,7.3,0,,0,,,0.00,,,,0,0
57,Sebastián Blanco,ar  ARG,"FW,MF",West Brom,26,1988,0.4,0,,0,,,0.00,,,,0,0
58,Daley Blind,nl  NED,"DF,MF",Manchester Utd,24,1990,24.1,2,,9,,,0.37,,0.22,,0,0
59,Yannick Bolasie,cd  COD,"FW,MF",Crystal Palace,25,1989,30.8,4,,19,,,0.62,,0.21,,0,0
60,Fabio Borini,it  ITA,"FW,MF",Liverpool,23,1991,4.4,1,,5,,,1.13,,0.20,,0,0
61,Dedryck Boyata,be  BEL,DF,Manchester City,23,1990,1.0,0,,0,,,0.00,,,,0,0
62,Robbie Brady,ie  IRL,"DF,FW",Hull City,22,1992,19.5,0,,6,,,0.31,,0.00,,0,0
63,Liam Bridcutt,sco  SCO,"DF,MF",Sunderland,25,1989,10.1,0,,0,,,0.00,,,,0,0
64,Leon Britton,eng  ENG,MF,Swansea City,31,1982,5.9,0,,0,,,0.00,,,,0,0
65,Izzy Brown,eng  ENG,"FW,MF",Chelsea,17,1997,0.1,0,,0,,,0.00,,,,0,0
66,Wes Brown,eng  ENG,DF,Sunderland,34,1979,22.1,0,,1,,,0.05,,0.00,,0,0
67,Tyias Browning,cn  CHN,DF,Everton,20,1994,0.3,0,,0,,,0.00,,,,0,0
68,Alex Bruce,nir  NIR,DF,Hull City,29,1984,16.1,0,,0,,,0.00,,,,0,0
69,Chris Brunt,nir  NIR,"DF,MF",West Brom,29,1984,32.2,2,,5,,,0.16,,0.40,,0,0
70,Will Buckley,eng  ENG,"FW,MF",Sunderland,24,1989,9.7,0,,0,,,0.00,,,,0,0
71,Reece Burke,eng  ENG,DF,West Ham,17,1996,4.6,0,,0,,,0.00,,,,0,0
72,Jack Butland,eng  ENG,GK,Stoke City,21,1993,3.0,0,,0,,,0.00,,,,0,0
73,Willy Caballero,ar  ARG,GK,Manchester City,32,1981,2.0,0,,0,,,0.00,,,,0,0
74,Rémy Cabella,fr  FRA,"FW,MF",Newcastle Utd,24,1990,21.6,1,,12,,,0.56,,0.08,,0,0
75,Gary Cahill,eng  ENG,DF,Chelsea,28,1985,33.2,1,,8,,,0.24,,0.13,,0,0
76,Esteban Cambiasso,ar  ARG,MF,Leicester City,33,1980,26.8,5,,7,,,0.26,,0.71,,0,0
77,Geoff Cameron,us  USA,"DF,MF",Stoke City,29,1985,23.8,0,,0,,,0.00,,,,0,0
78,Fraizer Campbell,eng  ENG,FW,Crystal Palace,26,1987,13.0,4,,9,,,0.69,,0.44,,0,0
79,Joel Campbell,cr  CRC,"FW,MF",Arsenal,22,1992,0.5,0,,0,,,0.00,,,,0,0
80,Emre Can,de  GER,"DF,MF",Liverpool,20,1994,22.9,1,,4,,,0.17,,0.25,,0,0
81,Étienne Capoue,fr  FRA,MF,Tottenham,26,1988,10.0,0,,1,,,0.10,,0.00,,0,0
82,Michael Carrick,eng  ENG,MF,Manchester Utd,33,1981,16.2,1,,4,,,0.25,,0.25,,0,0
83,Andy Carroll,eng  ENG,FW,West Ham,25,1989,11.4,5,,12,,,1.05,,0.42,,0,0
84,Tom Carroll,eng  ENG,MF,Swansea City,22,1992,7.7,0,,0,,,0.00,,,,0,0
85,Lee Cattermole,eng  ENG,MF,Sunderland,26,1988,26.2,1,,1,,,0.04,,1.00,,0,0
86,Steven Caulker,eng  ENG,DF,QPR,22,1991,33.5,1,,6,,,0.18,,0.17,,0,0
87,Santi Cazorla,es  ESP,MF,Arsenal,29,1984,33.2,7,,33,,,0.99,,0.03,,6,6
88,Petr Čech,cz  CZE,GK,Chelsea,32,1982,6.7,0,,0,,,0.00,,,,0,0
89,Nacer Chadli,be  BEL,"FW,MF",Tottenham,24,1989,26.7,11,,22,,,0.82,,0.50,,0,0
90,Nathaniel Chalobah,eng  ENG,"DF,MF",Burnley,19,1994,0.8,0,,0,,,0.00,,,,0,0
91,Marouane Chamakh,ma  MAR,FW,Crystal Palace,30,1984,12.8,2,,5,,,0.39,,0.40,,0,0
92,Calum Chambers,eng  ENG,"DF,MF",Arsenal,19,1995,17.5,1,,2,,,0.11,,0.50,,0,0
93,James Chester,wal  WAL,DF,Hull City,25,1989,20.8,2,,4,,,0.19,,0.50,,0,0
94,Vlad Chiricheș,ro  ROU,DF,Tottenham,24,1989,7.9,0,,0,,,0.00,,,,0,0
95,Andreas Christensen,dk  DEN,DF,Chelsea,18,1996,0.1,0,,0,,,0.00,,,,0,0
96,Lee Chung-yong,kr  KOR,"FW,MF",Crystal Palace,26,1988,1.0,0,,0,,,0.00,,,,0,0
97,Papiss Cissé,sn  SEN,FW,Newcastle Utd,29,1985,12.9,11,,19,,,1.48,,0.53,,1,1
98,Aly Cissokho,fr  FRA,DF,Aston Villa,26,1987,23.6,0,,0,,,0.00,,,,0,0
99,Ciaran Clark,ie  IRL,"DF,MF",Aston Villa,24,1989,22.1,1,,5,,,0.23,,0.20,,0,0
100,Gaël Clichy,fr  FRA,DF,Manchester City,29,1985,22.9,1,,2,,,0.09,,0.50,,0,0
101,Nathaniel Clyne,eng  ENG,DF,Southampton,23,1991,35.0,2,,5,,,0.14,,0.40,,0,0
102,Sebastián Coates,uy  URU,DF,Sunderland,23,1990,9.1,0,,0,,,0.00,,,,0,0
103,Jack Colback,eng  ENG,MF,Newcastle Utd,24,1989,34.8,4,,10,,,0.29,,0.40,,0,0
104,Carlton Cole,eng  ENG,FW,West Ham,30,1983,10.1,2,,6,,,0.59,,0.33,,0,0
105,Joe Cole,eng  ENG,MF,Aston Villa,32,1981,3.2,1,,1,,,0.32,,1.00,,0,0
106,Séamus Coleman,ie  IRL,"DF,MF",Everton,25,1988,34.1,3,,9,,,0.26,,0.33,,0,0
107,James Collins,wal  WAL,DF,West Ham,30,1983,20.9,0,,3,,,0.14,,0.00,,0,0
108,Fabricio Coloccini,ar  ARG,"DF,MF",Newcastle Utd,32,1982,31.5,1,,2,,,0.06,,0.50,,0,0
109,Brandon Comley,ms  MSR,MF,QPR,18,1995,0.1,0,,0,,,0.00,,,,0,0
110,Francis Coquelin,fr  FRA,"DF,MF",Arsenal,23,1991,18.5,0,,0,,,0.00,,,,0,0
111,Diego Costa,es  ESP,FW,Chelsea,25,1988,23.0,20,,38,,,1.65,,0.50,,1,1
112,Thibaut Courtois,be  BEL,GK,Chelsea,22,1992,31.3,0,,0,,,0.00,,,,0,0
113,Philippe Coutinho,br  BRA,"FW,MF",Liverpool,22,1992,31.0,5,,33,,,1.06,,0.15,,0,0
114,Aaron Cresswell,eng  ENG,"DF,MF",West Ham,24,1989,38.0,2,,9,,,0.24,,0.22,,0,0
115,Peter Crouch,eng  ENG,FW,Stoke City,33,1981,18.7,8,,17,,,0.91,,0.47,,0,0
116,Juan Cuadrado,co  COL,"DF,FW",Chelsea,26,1988,3.5,0,,3,,,0.86,,0.00,,0,0
117,Scott Dann,eng  ENG,DF,Crystal Palace,27,1987,32.4,2,,4,,,0.12,,0.50,,0,0
118,Jason Davidson,au  AUS,"DF,MF",West Brom,23,1991,1.1,0,,0,,,0.00,,,,0,0
119,Ben Davies,wal  WAL,"DF,MF",Tottenham,21,1993,9.9,0,,0,,,0.00,,,,0,0
120,Curtis Davies,eng  ENG,DF,Hull City,29,1985,20.1,0,,1,,,0.05,,0.00,,0,0
121,Kelvin Davis,eng  ENG,GK,Southampton,37,1976,6.9,0,,0,,,0.00,,,,0,0
122,Steven Davis,nir  NIR,MF,Southampton,29,1985,29.3,0,,5,,,0.17,,0.00,,0,0
123,Craig Dawson,eng  ENG,DF,West Brom,24,1990,28.8,2,,4,,,0.14,,0.50,,0,0
124,Michael Dawson,eng  ENG,DF,Hull City,30,1983,27.0,1,,3,,,0.11,,0.33,,0,0
125,Ritchie De Laet,be  BEL,DF,Leicester City,25,1988,20.9,0,,0,,,0.00,,,,0,0
126,Mathieu Debuchy,fr  FRA,DF,Arsenal,29,1985,8.9,1,,4,,,0.45,,0.25,,0,0
127,Jermain Defoe,eng  ENG,FW,Sunderland,31,1982,16.1,4,,15,,,0.93,,0.27,,0,0
128,Damien Delaney,ie  IRL,DF,Crystal Palace,33,1981,27.0,0,,3,,,0.11,,0.00,,0,0
129,Fabian Delph,eng  ENG,"DF,MF",Aston Villa,24,1989,27.0,0,,11,,,0.41,,0.00,,0,0
130,Mousa Dembélé,be  BEL,MF,Tottenham,27,1987,12.7,1,,2,,,0.16,,0.50,,0,0
131,Guy Demel,ci  CIV,"DF,MF",West Ham,33,1981,2.9,0,,0,,,0.00,,,,0,0
132,Martín Demichelis,ar  ARG,"DF,MF",Manchester City,33,1980,28.5,1,,1,,,0.04,,1.00,,0,0
133,Ángel Di María,ar  ARG,"FW,MF",Manchester Utd,26,1988,18.2,3,,19,,,1.04,,0.16,,0,0
134,Eric Dier,eng  ENG,"DF,MF",Tottenham,20,1994,25.5,2,,2,,,0.08,,1.00,,0,0
135,Sylvain Distin,fr  FRA,DF,Everton,36,1977,12.0,0,,1,,,0.08,,0.00,,0,0
136,Graham Dorrans,sco  SCO,"FW,MF",West Brom,27,1987,17.6,1,,6,,,0.34,,0.17,,0,1
137,Michael Doughty,wal  WAL,MF,QPR,21,1992,0.6,0,,0,,,0.00,,,,0,0
138,Stewart Downing,eng  ENG,"FW,MF",West Ham,30,1984,36.8,6,,19,,,0.52,,0.32,,0,0
139,Kevin Doyle,ie  IRL,FW,Crystal Palace,30,1983,0.4,0,,0,,,0.00,,,,0,0
140,Danny Drinkwater,eng  ENG,MF,Leicester City,24,1990,16.5,0,,3,,,0.18,,0.00,,0,0
141,Didier Drogba,ci  CIV,FW,Chelsea,36,1978,9.7,4,,9,,,0.93,,0.44,,0,0
142,Michael Duff,nir  NIR,DF,Burnley,36,1978,20.1,0,,1,,,0.05,,0.00,,0,0
143,Paul Dummett,wal  WAL,DF,Newcastle Utd,22,1991,23.4,0,,3,,,0.13,,0.00,,0,0
144,Richard Dunne,ie  IRL,DF,QPR,34,1979,20.8,0,,4,,,0.19,,0.00,,0,0
145,Nathan Dyer,eng  ENG,"FW,MF",Swansea City,26,1987,20.7,3,,9,,,0.44,,0.33,,0,0
146,Edin Džeko,ba  BIH,FW,Manchester City,28,1986,10.4,4,,13,,,1.26,,0.31,,0,0
147,Eljero Elia,nl  NED,"FW,MF",Southampton,27,1987,8.7,2,,6,,,0.69,,0.33,,0,0
148,Rob Elliot,ie  IRL,GK,Newcastle Utd,28,1986,2.5,0,,0,,,0.00,,,,0,0
149,Ahmed Elmohamady,eg  EGY,"DF,MF",Hull City,26,1987,38.0,2,,4,,,0.11,,0.50,,0,0
150,Marvin Emnes,nl  NED,"FW,MF",Swansea City,26,1988,5.7,0,,4,,,0.70,,0.00,,0,0
151,José Enrique,es  ESP,DF,Liverpool,28,1986,2.3,0,,0,,,0.00,,,,0,0
152,Christian Eriksen,dk  DEN,"FW,MF",Tottenham,22,1992,34.8,10,,26,,,0.75,,0.38,,0,0
153,Samuel Eto'o,cm  CMR,FW,Everton,33,1981,8.7,3,,10,,,1.14,,0.30,,0,0
154,Jonny Evans,nir  NIR,DF,Manchester Utd,26,1988,12.1,0,,0,,,0.00,,,,0,0
155,Łukasz Fabiański,pl  POL,GK,Swansea City,29,1985,36.8,0,,0,,,0.00,,,,0,0
156,Cesc Fàbregas,es  ESP,"FW,MF",Chelsea,27,1987,32.0,3,,17,,,0.53,,0.18,,0,0
157,Radamel Falcao,co  COL,FW,Manchester Utd,28,1986,14.3,4,,16,,,1.12,,0.25,,0,0
158,Alejandro Faurlín,ar  ARG,MF,QPR,27,1986,1.0,0,,1,,,0.99,,0.00,,0,0
159,Federico Fazio,ar  ARG,DF,Tottenham,27,1987,19.7,0,,3,,,0.15,,0.00,,0,0
160,Marouane Fellaini,be  BEL,MF,Manchester Utd,26,1987,20.3,6,,16,,,0.79,,0.38,,0,0
161,Leroy Fer,nl  NED,MF,QPR,24,1990,26.2,6,,14,,,0.53,,0.43,,0,0
162,Rio Ferdinand,eng  ENG,DF,QPR,35,1978,11.0,0,,0,,,0.00,,,,0,0
163,Federico Fernández,ar  ARG,DF,Swansea City,25,1989,27.5,0,,4,,,0.15,,0.00,,0,0
164,Fernandinho,br  BRA,"DF,MF",Manchester City,29,1985,25.2,3,,8,,,0.32,,0.38,,0,0
165,Fernando,br  BRA,MF,Manchester City,27,1987,20.9,2,,2,,,0.10,,1.00,,0,0
166,Maynor Figueroa,hn  HON,DF,Hull City,31,1983,2.3,0,,0,,,0.00,,,,0,0
167,Mathieu Flamini,fr  FRA,MF,Arsenal,30,1984,16.2,1,,1,,,0.06,,1.00,,0,0
168,Steven Fletcher,sco  SCO,FW,Sunderland,27,1987,19.8,5,,15,,,0.76,,0.33,,0,0
169,José Fonte,pt  POR,DF,Southampton,30,1983,37.0,0,,5,,,0.14,,0.00,,0,0
170,Fraser Forster,eng  ENG,GK,Southampton,26,1988,29.1,0,,0,,,0.00,,,,0,0
171,Ben Foster,eng  ENG,GK,West Brom,31,1983,27.6,0,,0,,,0.00,,,,0,0
172,Zeki Fryers,eng  ENG,DF,Crystal Palace,21,1992,0.0,0,,0,,,0.00,,,,0,0
173,Jay Fulton,sco  SCO,MF,Swansea City,20,1994,1.3,0,,0,,,0.00,,,,0,0
174,Darnell Furlong,eng  ENG,DF,QPR,18,1995,2.5,0,,1,,,0.40,,0.00,,0,0
175,Brendan Galloway,eng  ENG,DF,Everton,18,1996,1.9,0,,0,,,0.00,,,,0,0
176,Cristian Gamboa,cr  CRC,"DF,MF",West Brom,24,1989,2.7,0,,0,,,0.00,,,,0,0
177,Dominic Gape,eng  ENG,MF,Southampton,19,1994,0.0,0,,0,,,0.00,,,,0,0
178,Luke Garbutt,eng  ENG,"DF,MF",Everton,21,1993,3.2,0,,1,,,0.31,,0.00,,0,0
179,Craig Gardner,eng  ENG,MF,West Brom,27,1986,29.8,3,,18,,,0.60,,0.17,,0,0
180,Florin Gardoș,ro  ROU,"DF,MF",Southampton,25,1988,6.4,0,,0,,,0.00,,,,0,0
181,Dwight Gayle,eng  ENG,FW,Crystal Palace,23,1990,12.2,5,,10,,,0.82,,0.40,,1,1
182,Paulo Gazzaniga,ar  ARG,GK,Southampton,22,1992,2.0,0,,0,,,0.00,,,,0,0
183,David de Gea,es  ESP,GK,Manchester Utd,23,1990,36.8,0,,0,,,0.00,,,,0,0
184,Steven Gerrard,eng  ENG,MF,Liverpool,34,1980,24.8,9,,21,,,0.85,,0.24,,4,5
185,Emanuele Giaccherini,it  ITA,"FW,MF",Sunderland,29,1985,3.4,0,,4,,,1.17,,0.00,,0,0
186,Kieran Gibbs,eng  ENG,"DF,MF",Arsenal,24,1989,18.4,0,,2,,,0.11,,0.00,,0,0
187,Darron Gibson,ie  IRL,MF,Everton,26,1987,4.6,0,,2,,,0.43,,0.00,,0,0
188,Carles Gil,es  ESP,"FW,MF",Aston Villa,21,1992,4.0,0,,0,,,0.00,,,,0,0
189,Olivier Giroud,fr  FRA,FW,Arsenal,27,1986,20.7,14,,29,,,1.40,,0.48,,0,0
190,Shay Given,ie  IRL,GK,Aston Villa,38,1976,3.0,0,,0,,,0.00,,,,0,0
191,Jordi Gómez,es  ESP,MF,Sunderland,29,1985,21.6,4,,10,,,0.46,,0.10,,3,3
192,Bafétimbi Gomis,fr  FRA,FW,Swansea City,28,1985,18.3,7,,25,,,1.37,,0.28,,0,0
193,Yoan Gouffran,fr  FRA,"FW,MF",Newcastle Utd,28,1986,21.8,2,,12,,,0.55,,0.17,,0,0
194,Danny Graham,eng  ENG,FW,Sunderland,28,1985,7.0,1,,4,,,0.57,,0.25,,0,0
195,Jack Grealish,eng  ENG,"FW,MF",Aston Villa,18,1995,9.1,0,,5,,,0.55,,0.00,,0,0
196,Robert Green,eng  ENG,GK,QPR,34,1980,35.4,0,,0,,,0.00,,,,0,0
197,Reece Grego-Cox,ie  IRL,"FW,MF",QPR,17,1996,1.6,0,,0,,,0.00,,,,0,0
198,Matt Grimes,eng  ENG,MF,Swansea City,19,1995,0.5,0,,0,,,0.00,,,,0,0
199,Adlène Guedioura,dz  ALG,MF,Crystal Palace,28,1985,1.4,0,,1,,,0.71,,0.00,,0,0
200,Jonás Gutiérrez,ar  ARG,MF,Newcastle Utd,31,1983,7.1,1,,3,,,0.42,,0.33,,0,0
201,Brad Guzan,us  USA,GK,Aston Villa,29,1984,34.0,0,,0,,,0.00,,,,0,0
202,Massadio Haïdara,ml  MLI,"DF,MF",Newcastle Utd,21,1992,12.2,0,,1,,,0.08,,0.00,,0,0
203,Ben Hamer,eng  ENG,GK,Leicester City,26,1987,8.0,0,,0,,,0.00,,,,0,0
204,Dean Hammond,eng  ENG,MF,Leicester City,31,1983,8.6,0,,0,,,0.00,,,,0,0
205,Brede Hangeland,no  NOR,DF,Crystal Palace,33,1981,13.0,2,,3,,,0.23,,0.67,,0,0
206,Steve Harper,eng  ENG,GK,Hull City,39,1975,9.5,0,,0,,,0.00,,,,0,0
207,Joe Hart,eng  ENG,GK,Manchester City,27,1987,36.0,0,,0,,,0.00,,,,0,0
208,Eden Hazard,be  BEL,"FW,MF",Chelsea,23,1991,37.4,14,,33,,,0.88,,0.33,,3,4
209,Tom Heaton,eng  ENG,GK,Burnley,28,1986,38.0,0,,0,,,0.00,,,,0,0
210,Jordan Henderson,eng  ENG,MF,Liverpool,24,1990,36.2,6,,15,,,0.41,,0.33,,1,1
211,Wayne Hennessey,wal  WAL,GK,Crystal Palace,27,1987,2.4,0,,0,,,0.00,,,,0,0
212,Karl Henry,eng  ENG,"DF,MF",QPR,31,1982,27.8,0,,1,,,0.04,,0.00,,0,0
213,Rushian Hepburn-Murphy,eng  ENG,FW,Aston Villa,15,1998,0.1,0,,0,,,0.00,,,,0,0
214,Abel Hernández,uy  URU,FW,Hull City,23,1990,14.6,4,,19,,,1.30,,0.16,,1,1
215,Javier Hernández,mx  MEX,FW,Manchester Utd,26,1988,0.5,0,,0,,,0.00,,,,0,0
216,Ander Herrera,es  ESP,MF,Manchester Utd,24,1989,20.8,6,,7,,,0.34,,0.86,,0,0
217,Jake Hesketh,eng  ENG,"FW,MF",Southampton,18,1996,0.6,0,,1,,,1.73,,0.00,,0,0
218,Tony Hibbert,eng  ENG,DF,Everton,33,1981,3.7,0,,0,,,0.00,,,,0,0
219,Clint Hill,eng  ENG,DF,QPR,35,1978,15.6,1,,2,,,0.13,,0.50,,0,0
220,Junior Hoilett,ca  CAN,"FW,MF",QPR,24,1990,9.8,0,,5,,,0.51,,0.00,,0,0
221,Lewis Holtby,de  GER,MF,Tottenham,23,1990,0.3,0,,0,,,0.00,,,,0,0
222,Tim Howard,us  USA,GK,Everton,35,1979,31.5,0,,0,,,0.00,,,,0,0
223,Tom Huddlestone,eng  ENG,MF,Hull City,27,1986,28.2,0,,7,,,0.25,,0.00,,0,0
224,Alan Hutton,sco  SCO,DF,Aston Villa,29,1984,26.9,1,,4,,,0.15,,0.25,,0,0
225,Jordon Ibe,eng  ENG,"FW,MF",Liverpool,18,1995,6.9,0,,4,,,0.58,,0.00,,0,0
226,Brown Ideye,ng  NGA,FW,West Brom,25,1988,14.5,4,,13,,,0.90,,0.31,,0,0
227,Tom Ince,eng  ENG,"FW,MF",Hull City,22,1992,3.3,0,,3,,,0.90,,0.00,,0,0
228,Danny Ings,eng  ENG,FW,Burnley,22,1992,33.6,11,,33,,,0.98,,0.30,,1,1
229,Stephen Ireland,ie  IRL,MF,Stoke City,27,1986,10.4,0,,7,,,0.68,,0.00,,0,0
230,Lloyd Isgrove,wal  WAL,MF,Southampton,21,1993,0.1,0,,0,,,0.00,,,,0,0
231,Mauricio Isla,cl  CHI,"DF,MF",QPR,26,1988,23.7,0,,3,,,0.13,,0.00,,0,0
232,Branislav Ivanović,rs  SRB,DF,Chelsea,30,1984,38.0,4,,12,,,0.32,,0.33,,0,0
233,Jussi Jääskeläinen,fi  FIN,GK,West Ham,39,1975,0.3,0,,0,,,0.00,,,,,
234,Phil Jagielka,eng  ENG,"DF,MF",Everton,31,1982,36.5,4,,6,,,0.16,,0.67,,0,0
235,Eldin Jakupović,ch  SUI,GK,Hull City,29,1984,2.5,0,,0,,,0.00,,,,0,0
236,Matty James,eng  ENG,MF,Leicester City,23,1991,21.1,0,,6,,,0.28,,0.00,,0,0
237,Daryl Janmaat,nl  NED,DF,Newcastle Utd,25,1989,36.1,1,,6,,,0.17,,0.17,,0,0
238,Adnan Januzaj,be  BEL,"FW,MF",Manchester Utd,19,1995,9.5,0,,5,,,0.53,,0.00,,0,0
239,Matt Jarvis,eng  ENG,MF,West Ham,28,1986,4.6,0,,0,,,0.00,,,,0,0
240,Mile Jedinak,au  AUS,MF,Crystal Palace,29,1984,23.1,5,,13,,,0.56,,0.15,,3,3
241,Nikica Jelavić,hr  CRO,FW,Hull City,28,1985,20.1,8,,15,,,0.75,,0.53,,0,0
