,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
78,Gianluigi Buffon,it  ITA,GK,Juventus,37,1978,35.0,1,0,,0,,,,,,,,
79,Nicolás Burdisso,ar  ARG,DF,Genoa,34,1981,27.2,7,0,,37,,,,,,,,
80,Jakub Błaszczykowski,pl  POL,"MF,FW",Fiorentina,29,1985,8.5,1,0,,6,,,,,,,,
81,Fabrizio Cacciatore,it  ITA,DF,Chievo,28,1986,25.7,6,0,,23,,,,,,,,
82,Martín Cáceres,uy  URU,DF,Juventus,28,1987,5.0,0,0,,6,,,,,,,,
83,Davide Calabria,it  ITA,DF,Milan,18,1996,4.1,4,0,,8,,,,,,,,
84,José Callejón,es  ESP,FW,Napoli,28,1987,31.3,4,0,,22,,,,,,,,
85,Michele Camporese,it  ITA,DF,Empoli,23,1992,1.8,0,0,,0,,,,,,,,
86,Antonio Candreva,it  ITA,"FW,MF",Lazio,28,1987,24.3,4,0,,13,,,,,,,,
87,Paolo Cannavaro,it  ITA,DF,Sassuolo,34,1981,29.4,8,0,,26,,,,,,,,
88,Diego Capel,es  ESP,"FW,MF",Genoa,27,1988,8.0,2,0,,6,,,,,,,,
89,Carlos Carbonero,co  COL,"FW,MF",Sampdoria,25,1990,11.5,3,0,,28,,,,,,,,
90,Massimiliano Carlini,it  ITA,"MF,FW",Frosinone,28,1986,4.3,0,0,,12,,,,,,,,
91,Carlos Carmona,cl  CHI,MF,Atalanta,28,1987,5.2,3,1,,13,,,,,,,,
92,Mattia Cassani,it  ITA,DF,Sampdoria,31,1983,22.6,7,1,,35,,,,,,,,
93,Antonio Cassano,it  ITA,"FW,MF",Sampdoria,33,1982,13.5,1,0,,10,,,,,,,,
94,Leandro Castán,br  BRA,DF,Roma,28,1986,4.2,1,0,,11,,,,,,,,
95,Nicolás Castillo,cl  CHI,FW,Frosinone,22,1993,3.4,1,0,,12,,,,,,,,
96,Lucas Castro,ar  ARG,MF,Chievo,26,1989,30.9,9,0,,58,,,,,,,,
97,Danilo Cataldi,it  ITA,MF,Lazio,20,1994,15.0,9,1,,24,,,,,,,,
98,Boštjan Cesar,si  SVN,DF,Chievo,33,1982,30.2,10,1,,43,,,,,,,,
99,Nathaniel Chalobah,eng  ENG,"DF,MF",Napoli,20,1994,0.4,0,0,,2,,,,,,,,
100,Luca Checchin,it  ITA,MF,Hellas Verona,18,1997,1.1,1,0,,2,,,,,,,,
101,Nicolò Cherubin,it  ITA,DF,Atalanta,28,1986,11.5,1,1,,14,,,,,,,,
102,Raman Chibsah,gh  GHA,MF,Frosinone,22,1993,12.9,2,1,,22,,,,,,,,
103,Giorgio Chiellini,it  ITA,DF,Juventus,30,1984,19.9,5,1,,27,,,,,,,,
104,Vlad Chiricheș,ro  ROU,DF,Napoli,25,1989,7.7,2,0,,10,,,,,,,,
105,Ivaylo Chochev,bg  BUL,MF,Palermo,22,1993,19.4,6,0,,25,,,,,,,,
106,Lazaros Christodoulopoulos,gr  GRE,"MF,FW",Sampdoria,28,1986,3.9,3,0,,8,,,,,,,,
107,Luca Cigarini,it  ITA,MF,Atalanta,29,1986,20.2,10,0,,47,,,,,,,,
108,Daniel Ciofani,it  ITA,FW,Frosinone,30,1985,32.3,1,0,,56,,,,,,,,
109,Matteo Ciofani,it  ITA,DF,Frosinone,27,1988,14.2,1,0,,20,,,,,,,,
110,Thiago Cionek,pl  POL,DF,Palermo,29,1986,5.0,2,0,,9,,,,,,,,
111,Issa Cissokho,sn  SEN,MF,Genoa,30,1985,7.2,1,1,,7,,,,,,,,
112,Andrea Coda,it  ITA,DF,Sampdoria,30,1985,1.4,1,0,,2,,,,,,,,
113,Isaac Cofie,gh  GHA,MF,Carpi,23,1991,23.9,7,0,,43,,,,,,,,
114,Kingsley Coman,fr  FRA,FW,Juventus,19,1996,0.7,0,0,,0,,,,,,,,
115,Andrea Consigli,it  ITA,GK,Sassuolo,28,1987,36.3,3,1,,0,,,,,,,,
116,Kévin Constant,gn  GUI,DF,Bologna,28,1987,3.1,0,0,,7,,,,,,,,
117,Andrea Conti,it  ITA,"MF,DF",Atalanta,21,1994,9.0,2,1,,12,,,,,,,,
118,Ferdinando Coppola,it  ITA,GK,Hellas Verona,37,1978,1.0,0,0,,0,,,,,,,,
119,Joaquín Correa,ar  ARG,"MF,FW",Sampdoria,20,1994,14.6,6,1,,15,,,,,,,,
120,Uroš Ćosić,rs  SRB,DF,Empoli,22,1992,9.0,4,0,,11,,,,,,,,
121,Angelo da Costa Júnior,br  BRA,GK,Bologna,31,1983,5.0,1,0,,0,,,,,,,,
122,Andrea Costa,it  ITA,DF,Empoli,29,1986,23.1,4,0,,21,,,,,,,,
123,Filippo Costa,it  ITA,"DF,MF",Chievo,20,1995,1.5,0,0,,2,,,,,,,,
124,Lorenzo Crisetig,it  ITA,MF,Bologna,22,1993,3.9,1,0,,8,,,,,,,,
125,Bryan Cristante,it  ITA,MF,Palermo,20,1995,1.0,0,0,,2,,,,,,,,
126,Roberto Crivello,it  ITA,DF,Frosinone,23,1991,16.0,5,0,,20,,,,,,,,
127,Daniele Croce,it  ITA,MF,Empoli,32,1982,19.9,3,0,,20,,,,,,,,
128,Juan Cuadrado,co  COL,"MF,FW",Juventus,27,1988,19.2,2,0,,34,,,,,,,,
129,Marco D'Alessandro,it  ITA,"FW,MF",Atalanta,24,1991,12.8,3,0,,17,,,,,,,,
130,Danilo D'Ambrosio,it  ITA,"DF,MF",Inter,26,1988,18.0,4,1,,31,,,,,,,,
131,Dario Dainelli,it  ITA,DF,Chievo,36,1979,15.3,5,0,,18,,,,,,,,
132,Felipe dal Belo,br  BRA,DF,Udinese,31,1984,23.8,11,1,,39,,,,,,,,
133,Sebastien De Maio,fr  FRA,DF,Genoa,28,1987,24.8,6,1,,46,,,,,,,,
134,Daniele De Rossi,it  ITA,"MF,DF",Roma,32,1983,21.2,9,0,,23,,,,,,,,
135,Morgan De Sanctis,it  ITA,GK,Roma,38,1977,4.0,0,0,,0,,,,,,,,
136,Mattia De Sciglio,it  ITA,DF,Milan,22,1992,20.4,3,0,,34,,,,,,,,
137,Lorenzo De Silvestri,it  ITA,"MF,DF",Sampdoria,27,1988,15.5,4,0,,29,,,,,,,,
138,Grégoire Defrel,mq  MTQ,FW,Sassuolo,24,1991,22.8,3,1,,46,,,,,,,,
139,Fabio Della Giovanna,it  ITA,DF,Inter,18,1997,0.1,0,0,,0,,,,,,,,
140,Germán Denis,ar  ARG,FW,Atalanta,33,1981,10.8,0,0,,23,,,,,,,,
141,Mattia Destro,it  ITA,FW,Bologna,24,1991,23.7,9,0,,44,,,,,,,,
142,Antonio Di Gaudio,it  ITA,"MF,FW",Carpi,25,1989,16.7,2,0,,16,,,,,,,,
143,Lorenzo Di Livio,it  ITA,MF,Roma,18,1997,0.2,1,0,,2,,,,,,,,
144,Antonio Di Natale,it  ITA,FW,Udinese,37,1977,12.8,0,0,,3,,,,,,,,
145,Alessandro Diamanti,it  ITA,"FW,MF",Atalanta,32,1983,9.5,4,0,,20,,,,,,,,
146,Amadou Diawara,gn  GUI,MF,Bologna,18,1997,30.3,11,2,,50,,,,,,,,
147,Lucas Digne,fr  FRA,DF,Roma,22,1993,31.7,4,0,,50,,,,,,,,
148,Federico Dionisi,it  ITA,FW,Frosinone,28,1987,27.1,11,1,,60,,,,,,,,
149,Assane Dioussé,sn  SEN,MF,Empoli,17,1997,9.6,3,1,,21,,,,,,,,
150,Berat Djimsiti,al  ALB,DF,Atalanta,22,1993,3.0,1,0,,2,,,,,,,,
151,Dodô,br  BRA,"MF,DF",Sampdoria,23,1992,15.8,4,0,,18,,,,,,,,
152,Maurizio Domizzi,it  ITA,DF,Udinese,35,1980,3.0,1,0,,6,,,,,,,,
153,Gianluigi Donnarumma,it  ITA,GK,Milan,16,1999,29.2,3,0,,0,,,,,,,,
154,Godfred Donsah,gh  GHA,MF,Bologna,19,1996,14.9,2,0,,19,,,,,,,,
155,Boukary Dramé,sn  SEN,"DF,MF",Atalanta,30,1985,22.8,2,1,,22,,,,,,,,
156,Alfred Duncan,gh  GHA,MF,Sassuolo,22,1993,27.6,5,0,,48,,,,,,,,
157,Paulo Dybala,ar  ARG,FW,Juventus,21,1993,27.1,1,0,,20,,,,,,,,
158,Edin Džeko,ba  BIH,FW,Roma,29,1986,21.8,4,1,,45,,,,,,,,
159,Blerim Džemaili,ch  SUI,MF,Genoa,29,1986,19.8,7,1,,34,,,,,,,,
160,Edenílson,br  BRA,MF,Udinese,25,1989,24.5,3,0,,26,,,,,,,,
161,Simone Edera,it  ITA,MF,Torino,18,1997,0.1,0,0,,0,,,,,,,,
162,Rodrigo Ely,br  BRA,DF,Milan,21,1993,1.9,2,1,,8,,,,,,,,
163,Urby Emanuelson,nl  NED,"MF,DF",Hellas Verona,29,1986,6.9,0,0,,6,,,,,,,,
164,Marcelo Estigarribia,py  PAR,"DF,MF",Atalanta,27,1987,0.3,0,0,,0,,,,,,,,
165,Patrice Evra,fr  FRA,"MF,DF",Juventus,34,1981,22.7,6,1,,23,,,,,,,,
166,Diego Falcinelli,it  ITA,FW,Sassuolo,24,1991,12.4,1,0,,28,,,,,,,,
167,Filippo Falco,it  ITA,FW,Bologna,23,1992,2.5,1,0,,7,,,,,,,,
168,Iago Falque,es  ESP,"FW,MF",Roma,25,1990,13.0,1,0,,8,,,,,,,,
169,Mohamed Fares,dz  ALG,"DF,MF",Hellas Verona,19,1996,6.1,2,0,,8,,,,,,,,
170,Alexander Farnerud,se  SWE,MF,Torino,31,1984,1.1,0,0,,2,,,,,,,,
171,Andrea Favilli,it  ITA,FW,Juventus,18,1997,0.0,0,0,,0,,,,,,,,
172,Matteo Fedele,ch  SUI,MF,Carpi,23,1992,6.3,2,0,,20,,,,,,,,
173,Bruno Fernandes,pt  POR,"MF,FW",Udinese,20,1994,23.4,8,1,,24,,,,,,,,
174,Matías Fernández,cl  CHI,MF,Fiorentina,29,1986,12.0,4,1,,19,,,,,,,,
175,Fernando,br  BRA,MF,Sampdoria,23,1992,33.1,14,0,,72,,,,,,,,
176,Alex Ferrari,it  ITA,DF,Bologna,21,1994,14.0,6,0,,27,,,,,,,,
177,Riccardo Fiamozzi,it  ITA,MF,Genoa,22,1993,5.3,1,0,,2,,,,,,,,
178,Diogo Figueiras,pt  POR,"MF,DF",Genoa,24,1991,6.1,2,0,,12,,,,,,,,
179,Alessandro Florenzi,it  ITA,"DF,MF",Roma,24,1991,30.2,4,0,,23,,,,,,,,
180,Alessandro Frara,it  ITA,MF,Frosinone,32,1982,12.9,3,0,,12,,,,,,,,
181,Remo Freuler,ch  SUI,MF,Atalanta,23,1992,5.0,0,0,,15,,,,,,,,
182,Nicolas Frey,fr  FRA,DF,Chievo,31,1984,16.5,3,0,,15,,,,,,,,
183,Dominik Furman,pl  POL,MF,Hellas Verona,23,1992,0.2,0,0,,1,,,,,,,,
184,Manolo Gabbiadini,it  ITA,FW,Napoli,23,1991,6.2,1,0,,11,,,,,,,,
185,Gabriel,br  BRA,GK,Napoli,22,1992,1.0,0,0,,0,,,,,,,,
186,Roberto Gagliardini,it  ITA,MF,Atalanta,21,1994,0.9,0,0,,2,,,,,,,,
187,Riccardo Gagliolo,se  SWE,DF,Carpi,25,1990,29.3,12,1,,46,,,,,,,,
188,Alessandro Gamberini,it  ITA,DF,Chievo,33,1981,20.1,1,0,,12,,,,,,,,
189,Daniele Gastaldello,it  ITA,DF,Bologna,32,1983,24.4,8,1,,35,,,,,,,,
190,Alessandro Gazzi,it  ITA,MF,Torino,32,1983,10.7,4,0,,26,,,,,,,,
191,Marcello Gazzola,it  ITA,DF,Sassuolo,30,1985,5.3,1,0,,2,,,,,,,,
192,Santiago Gentiletti,ar  ARG,DF,Lazio,30,1985,19.0,10,0,,36,,,,,,,,
193,Gervinho,ci  CIV,"FW,MF",Roma,28,1987,12.1,0,0,,5,,,,,,,,
194,Faouzi Ghoulam,dz  ALG,DF,Napoli,24,1991,32.4,3,0,,18,,,,,,,,
195,Emanuele Giaccherini,it  ITA,"FW,MF",Bologna,30,1985,24.2,7,0,,14,,,,,,,,
196,Alberto Gilardino,it  ITA,FW,Palermo,33,1982,26.1,4,0,,47,,,,,,,,
197,Luigi Giorgi,it  ITA,MF,Atalanta,28,1987,0.2,0,0,,0,,,,,,,,
198,Kamil Glik,pl  POL,DF,Torino,27,1988,33.0,11,0,,56,,,,,,,,
199,Assane Gnoukouri,ci  CIV,MF,Inter,18,1996,0.6,0,0,,1,,,,,,,,
200,Massimo Gobbi,it  ITA,DF,Chievo,34,1980,31.0,7,0,,50,,,,,,,,
201,Edoardo Goldaniga,it  ITA,DF,Palermo,21,1993,13.5,5,0,,20,,,,,,,,
202,Pierluigi Gollini,it  ITA,GK,Hellas Verona,20,1995,25.8,2,0,,0,,,,,,,,
203,Papu Gómez,ar  ARG,FW,Atalanta,27,1988,31.2,4,1,,30,,,,,,,,
204,Giancarlo González,cr  CRC,DF,Palermo,27,1988,34.9,11,0,,22,,,,,,,,
205,Mirko Gori,it  ITA,MF,Frosinone,22,1993,24.0,10,1,,58,,,,,,,,
206,Alberto Grassi,it  ITA,MF,Atalanta,20,1995,10.8,5,1,,24,,,,,,,,
207,Leandro Greco,it  ITA,MF,Hellas Verona,29,1986,21.0,7,0,,40,,,,,,,,
208,Fredy Guarín,co  COL,MF,Inter,29,1986,10.8,7,0,,25,,,,,,,,
209,Robert Gucher,at  AUT,MF,Frosinone,24,1991,15.2,3,0,,17,,,,,,,,
210,Guilherme,br  BRA,MF,Udinese,24,1991,3.8,1,0,,9,,,,,,,,
211,Jonathan de Guzmán,nl  NED,FW,Carpi,27,1987,1.3,0,0,,1,,,,,,,,
212,Norbert Gyömbér,sk  SVK,"DF,MF",Roma,23,1992,1.1,1,0,,5,,,,,,,,
213,Marek Hamšík,sk  SVK,MF,Napoli,28,1987,35.8,0,0,,16,,,,,,,,
214,Samir Handanović,si  SVN,GK,Inter,31,1984,36.0,5,0,,0,,,,,,,,
215,Filip Helander,se  SWE,DF,Hellas Verona,22,1993,20.7,4,0,,19,,,,,,,,
216,Përparim Hetemaj,fi  FIN,MF,Chievo,28,1986,25.1,7,0,,70,,,,,,,,
217,Thomas Heurtaux,fr  FRA,DF,Udinese,27,1988,11.9,4,0,,18,,,,,,,,
218,Gonzalo Higuaín,ar  ARG,FW,Napoli,27,1987,32.9,2,1,,33,,,,,,,,
219,Oscar Hiljemark,se  SWE,MF,Palermo,23,1992,32.1,4,0,,25,,,,,,,,
220,Wesley Hoedt,nl  NED,DF,Lazio,21,1994,22.8,4,1,,27,,,,,,,,
221,Keisuke Honda,jp  JPN,MF,Milan,29,1986,21.4,2,0,,29,,,,,,,,
222,Elseid Hysaj,al  ALB,DF,Napoli,21,1994,36.5,5,0,,26,,,,,,,,
223,Víctor Ibarbo,co  COL,"FW,MF",Roma,25,1990,0.1,0,0,,0,,,,,,,,
224,Mauro Icardi,ar  ARG,FW,Inter,22,1993,28.7,1,0,,21,,,,,,,,
225,Salvador Ichazo,uy  URU,GK,Torino,23,1992,3.0,0,0,,0,,,,,,,,
226,Josip Iličić,si  SVN,MF,Fiorentina,27,1988,21.2,2,0,,25,,,,,,,,
227,Ciro Immobile,it  ITA,FW,Torino,25,1990,11.0,2,0,,21,,,,,,,,
228,Roberto Inglese,it  ITA,FW,Chievo,23,1991,15.4,3,0,,45,,,,,,,,
229,Lorenzo Insigne,it  ITA,"FW,MF",Napoli,24,1991,28.9,2,0,,14,,,,,,,,
230,Artur Ioniță,md  MDA,"MF,FW",Hellas Verona,24,1990,26.4,2,0,,63,,,,,,,,
231,Mauricio Isla,cl  CHI,"DF,MF",Juventus,27,1988,0.1,0,0,,0,,,,,,,,
232,Juan Iturbe,py  PAR,FW,Roma,22,1993,4.5,1,0,,7,,,,,,,,
233,Manuel Iturra,cl  CHI,MF,Udinese,31,1984,11.4,8,0,,28,,,,,,,,
234,Dávid Ivan,sk  SVK,MF,Sampdoria,20,1995,12.2,5,1,,19,,,,,,,,
235,Armando Izzo,it  ITA,DF,Genoa,23,1992,30.1,8,2,,47,,,,,,,,
236,Mato Jajalo,ba  BIH,MF,Palermo,27,1988,22.6,8,0,,46,,,,,,,,
237,Boško Janković,rs  SRB,"FW,MF",Hellas Verona,31,1984,9.9,4,1,,21,,,,,,,,
238,Pontus Jansson,se  SWE,DF,Torino,24,1991,6.8,1,0,,4,,,,,,,,
239,Juan Jesus,br  BRA,DF,Inter,24,1991,15.7,3,0,,28,,,,,,,,
240,Nigel de Jong,nl  NED,MF,Milan,30,1984,4.1,0,1,,8,,,,,,,,
241,Jorginho,it  ITA,MF,Napoli,23,1991,32.4,11,1,,54,,,,,,,,
242,Stevan Jovetić,me  MNE,"FW,MF",Inter,25,1989,16.8,4,0,,29,,,,,,,,
243,Juanito,ar  ARG,FW,Hellas Verona,30,1985,20.5,3,0,,38,,,,,,,,
244,Omar El Kaddouri,ma  MAR,MF,Napoli,24,1990,2.8,1,0,,11,,,,,,,,
245,Nikola Kalinić,hr  CRO,FW,Fiorentina,27,1988,28.6,5,0,,48,,,,,,,,
246,Abdelhamid El Kaoutari,ma  MAR,DF,Palermo,25,1990,7.0,2,0,,2,,,,,,,,
247,Orestis Karnezis,gr  GRE,GK,Udinese,30,1985,38.0,0,0,,0,,,,,,,,
248,Seydou Keita,ml  MLI,MF,Roma,35,1980,15.2,4,0,,38,,,,,,,,
249,Sami Khedira,de  GER,MF,Juventus,28,1987,17.0,3,1,,13,,,,,,,,
250,Ricardo Kishna,nl  NED,"MF,FW",Lazio,20,1995,6.2,0,0,,7,,,,,,,,
251,Miroslav Klose,de  GER,FW,Lazio,37,1978,15.1,3,0,,24,,,,,,,,
252,Geoffrey Kondogbia,cf  CTA,MF,Inter,22,1993,22.1,6,1,,44,,,,,,,,
253,Abdoulay Konko,fr  FRA,DF,Lazio,31,1984,17.0,3,0,,37,,,,,,,,
254,Kalidou Koulibaly,sn  SEN,DF,Napoli,24,1991,32.1,11,0,,60,,,,,,,,
255,Emil Krafth,se  SWE,DF,Bologna,20,1994,1.6,0,0,,1,,,,,,,,
256,Oliver Kragl,de  GER,"FW,MF",Frosinone,25,1990,10.3,4,0,,22,,,,,,,,
257,Nenad Krstičić,rs  SRB,MF,Sampdoria,25,1990,6.0,5,0,,15,,,,,,,,
258,Rade Krunić,ba  BIH,MF,Empoli,21,1993,5.5,3,0,,7,,,,,,,,
259,Jasmin Kurtić,si  SVN,MF,Atalanta,26,1989,26.7,6,1,,48,,,,,,,,
260,Zdravko Kuzmanović,rs  SRB,MF,Udinese,27,1987,12.6,5,0,,29,,,,,,,,
261,Antonino La Gumina,it  ITA,FW,Palermo,19,1996,0.7,0,0,,1,,,,,,,,
262,Eugenio Lamanna,it  ITA,GK,Genoa,25,1989,13.0,0,0,,0,,,,,,,,
263,Danilo Larangeira,br  BRA,DF,Udinese,31,1984,32.7,10,2,,42,,,,,,,,
264,Karim Laribi,tn  TUN,MF,Sassuolo,24,1991,5.4,0,0,,4,,,,,,,,
265,Kevin Lasagna,it  ITA,"FW,MF",Carpi,22,1992,16.7,1,0,,40,,,,,,,,
266,Vincent Laurini,fr  FRA,DF,Empoli,26,1989,21.7,5,0,,24,,,,,,,,
267,Diego Laxalt,uy  URU,"MF,FW",Genoa,22,1993,34.1,3,0,,41,,,,,,,,
268,Achraf Lazaar,ma  MAR,"MF,DF",Palermo,23,1992,25.5,3,1,,35,,,,,,,,
269,Darko Lazović,rs  SRB,FW,Genoa,24,1990,7.2,0,0,,2,,,,,,,,
