club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Cádiz CF,José Antonio Caro,26,Spain,Goalkeeper,GK,300000.0,Ponferradina,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Víctor García,23,Spain,Right Winger,RW,400000.0,CE Sabadell,Spain,0.0,out,summer,Laliga,2020,True,free loan
Cádiz CF,Javi Moyano,34,Spain,Right-Back,RB,100000.0,Without Club,,,out,summer,Laliga,2020,False,
Cádiz CF,Hatem Ben Arfa,33,France,Attacking Midfield,AM,2000000.0,Without Club,,,out,summer,Laliga,2020,False,
Cádiz CF,Javi Sánchez,23,Spain,Centre-Back,CB,2800000.0,Real Madrid,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Cádiz CF,Sandro Ramírez,25,Spain,Centre-Forward,CF,3500000.0,Everton,England,0.0,out,summer,Laliga,2020,True,end of loan
Cádiz CF,Pedro Porro,20,Spain,Right-Back,RB,20000000.0,Man City,England,0.0,out,summer,Laliga,2020,True,end of loan
Cádiz CF,Raúl Carnero,31,Spain,Left-Back,LB,600000.0,Getafe,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Cádiz CF,Enes Ünal,23,Turkey,Centre-Forward,CF,7000000.0,Villarreal,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Eibar,Álvaro Giménez,29,Spain,Centre-Forward,CF,1000000.0,Birmingham,England,2700000.0,in,summer,Laliga,2020,False,
SD Eibar,Choco Lozano,27,Honduras,Centre-Forward,CF,2200000.0,Girona,Spain,2500000.0,in,summer,Laliga,2020,False,
SD Eibar,Iván Alejo,25,Spain,Right Winger,RW,1200000.0,Getafe,Spain,2000000.0,in,summer,Laliga,2020,False,
SD Eibar,Jorge Pombo,26,Spain,Attacking Midfield,AM,1000000.0,Real Zaragoza,Spain,1200000.0,in,summer,Laliga,2020,False,
SD Eibar,Filip Malbasic,27,Serbia,Right Winger,RW,900000.0,CD Tenerife,Spain,1000000.0,in,summer,Laliga,2020,False,
SD Eibar,Jeremías Ledesma,27,Argentina,Goalkeeper,GK,6000000.0,Rosario Central,Argentina,500000.0,in,summer,Laliga,2020,True,loan with fee
SD Eibar,Jairo Izquierdo,26,Spain,Left Winger,LW,800000.0,Girona,Spain,200000.0,in,summer,Laliga,2020,True,loan with fee
SD Eibar,Dani Sotres,27,Spain,Goalkeeper,GK,250000.0,Salamanca CF,Spain,0.0,in,summer,Laliga,2020,False,
SD Eibar,Jens Jönsson,27,Denmark,Defensive Midfield,DM,4000000.0,Konyaspor,Turkey,0.0,in,summer,Laliga,2020,False,
SD Eibar,Nano Mesa,25,Spain,Centre-Forward,CF,500000.0,SD Eibar,Spain,0.0,in,summer,Laliga,2020,False,
SD Eibar,David Mayoral,23,Spain,Right Winger,RW,400000.0,UCAM Murcia,Spain,0.0,in,summer,Laliga,2020,False,
SD Eibar,Álvaro Negredo,34,Spain,Centre-Forward,CF,1200000.0,Al-Nasr,United Arab Emirates,0.0,in,summer,Laliga,2020,False,
SD Eibar,Gaspar Panadero,22,Spain,Left Winger,LW,300000.0,Al-Wahda FC,United Arab Emirates,0.0,in,summer,Laliga,2020,False,
SD Eibar,Pedro Alcalá,31,Spain,Centre-Back,CB,600000.0,Girona,Spain,0.0,in,summer,Laliga,2020,False,
SD Eibar,Bobby Adekanye,21,Netherlands,Right Winger,RW,600000.0,Lazio,Italy,0.0,in,summer,Laliga,2020,True,free loan
SD Eibar,Sergio González,23,Spain,Defensive Midfield,DM,500000.0,Cádiz B,Spain,,in,summer,Laliga,2020,False,
SD Eibar,José Matos,25,Spain,Left-Back,LB,500000.0,Twente FC,Netherlands,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,David Carmona,23,Spain,Right-Back,RB,350000.0,Racing,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,Dani Romera,24,Spain,Centre-Forward,CF,200000.0,Alcorcón,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,Djordje Jovanovic,21,Serbia,Centre-Forward,CF,1200000.0,FC Cartagena,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,Brian Oliván,26,Spain,Left-Back,LB,1000000.0,Girona,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,Caye Quintana,26,Spain,Centre-Forward,CF,300000.0,CF Fuenlabrada,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,Christian Martínez,23,Panama,Left Winger,LW,250000.0,Recr. Huelva,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,Javi Navarro,23,Spain,Left Winger,LW,150000.0,Ponferradina,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,David Querol,31,Spain,Right Winger,RW,325000.0,Albacete,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,Sergio Sánchez,34,Spain,Centre-Back,CB,,Albacete,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Eibar,Brian Oliván,26,Spain,Left-Back,LB,1000000.0,RCD Mallorca,Spain,0.0,out,summer,Laliga,2020,False,
SD Eibar,Dani Romera,25,Spain,Centre-Forward,CF,200000.0,Ponferradina,Spain,0.0,out,summer,Laliga,2020,False,
SD Eibar,David Carmona,23,Spain,Right-Back,RB,350000.0,Betis Deportivo,Spain,0.0,out,summer,Laliga,2020,False,
SD Eibar,Edu Ramos,28,Spain,Central Midfield,CM,300000.0,Marbella FC,Spain,0.0,out,summer,Laliga,2020,False,
SD Eibar,Jean-Pierre Rhyner,24,Peru,Centre-Back,CB,300000.0,FC Cartagena,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Eibar,Gaspar Panadero,22,Spain,Left Winger,LW,300000.0,Ponferradina,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Eibar,José Matos,25,Spain,Left-Back,LB,500000.0,Málaga CF,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Eibar,Caye Quintana,26,Spain,Centre-Forward,CF,300000.0,Málaga CF,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Eibar,David Mayoral,23,Spain,Right Winger,RW,400000.0,FC Hermannstadt,Romania,0.0,out,summer,Laliga,2020,True,free loan
SD Eibar,Dani Sotres,27,Spain,Goalkeeper,GK,250000.0,R. Majadahonda,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Eibar,Javi Navarro,23,Spain,Left Winger,LW,150000.0,Albacete,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Eibar,David Querol,31,Spain,Right Winger,RW,325000.0,Without Club,,,out,summer,Laliga,2020,False,
SD Eibar,Alberto Cifuentes,41,Spain,Goalkeeper,GK,,,,,out,summer,Laliga,2020,False,
SD Eibar,José Manuel Jurado,34,Spain,Attacking Midfield,AM,,,,,out,summer,Laliga,2020,False,
SD Eibar,Djordje Jovanovic,21,Serbia,Centre-Forward,CF,1200000.0,Without Club,,,out,summer,Laliga,2020,False,
SD Eibar,Christian Martínez,23,Panama,Left Winger,LW,250000.0,Cádiz B,Spain,,out,summer,Laliga,2020,False,
SD Eibar,Sergio Sánchez,34,Spain,Centre-Back,CB,,Without Club,,,out,summer,Laliga,2020,False,
SD Eibar,Jorge Pombo,26,Spain,Attacking Midfield,AM,1000000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Eibar,Nano Mesa,25,Spain,Centre-Forward,CF,500000.0,SD Eibar,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Eibar,Iván Alejo,25,Spain,Right Winger,RW,1200000.0,Getafe,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Eibar,Choco Lozano,27,Honduras,Centre-Forward,CF,2200000.0,Girona,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Eibar,Filip Malbasic,27,Serbia,Right Winger,RW,900000.0,CD Tenerife,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Eibar,Álvaro Giménez,29,Spain,Centre-Forward,CF,1000000.0,Birmingham,England,0.0,out,summer,Laliga,2020,True,end of loan
Deportivo Alavés,Damian Kadzior,28,Poland,Right Winger,RW,1300000.0,Dinamo Zagreb,Croatia,2000000.0,in,summer,Laliga,2020,False,
Deportivo Alavés,Bryan Gil,19,Spain,Left Winger,LW,30000000.0,Sevilla FC,Spain,0.0,in,summer,Laliga,2020,True,free loan
Deportivo Alavés,Kévin Rodrigues,26,Portugal,Left-Back,LB,2500000.0,Real Sociedad,Spain,0.0,in,summer,Laliga,2020,True,free loan
Deportivo Alavés,Yoshinori Muto,28,Japan,Centre-Forward,CF,2500000.0,Newcastle,England,0.0,in,summer,Laliga,2020,True,free loan
Deportivo Alavés,Alejandro Pozo,21,Spain,Right-Back,RB,4000000.0,Sevilla FC,Spain,0.0,in,summer,Laliga,2020,True,free loan
Deportivo Alavés,Recio,29,Spain,Central Midfield,CM,1000000.0,CD Leganés,Spain,0.0,in,summer,Laliga,2020,True,free loan
Deportivo Alavés,Roberto Olabe,24,Spain,Central Midfield,CM,500000.0,Extremadura,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Deportivo Alavés,Jordi Calavera,25,Spain,Right-Back,RB,600000.0,Girona,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Deportivo Alavés,Nano Mesa,25,Spain,Centre-Forward,CF,500000.0,Cádiz CF,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Deportivo Alavés,José Antonio Martínez,27,Spain,Centre-Back,CB,1500000.0,Granada CF,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Deportivo Alavés,Asier Benito,25,Spain,Centre-Forward,CF,350000.0,Ponferradina,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Deportivo Alavés,Gonzalo Escalante,27,Argentina,Central Midfield,CM,3200000.0,Lazio,Italy,0.0,out,summer,Laliga,2020,False,
Deportivo Alavés,Charles,36,Brazil,Centre-Forward,CF,400000.0,Pontevedra,Spain,0.0,out,summer,Laliga,2020,False,
Deportivo Alavés,Jordi Calavera,25,Spain,Right-Back,RB,600000.0,Girona,Spain,0.0,out,summer,Laliga,2020,False,
Deportivo Alavés,Fabián Orellana,34,Chile,Right Winger,RW,1500000.0,Real Valladolid,Spain,0.0,out,summer,Laliga,2020,False,
Deportivo Alavés,Nano Mesa,25,Spain,Centre-Forward,CF,500000.0,Cádiz CF,Spain,0.0,out,summer,Laliga,2020,False,
Deportivo Alavés,Asier Benito,25,Spain,Centre-Forward,CF,350000.0,CD Numancia,Spain,0.0,out,summer,Laliga,2020,True,free loan
Deportivo Alavés,Álvaro Tejero,24,Spain,Right-Back,RB,1000000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2020,True,free loan
Deportivo Alavés,Pablo de Blasis,32,Argentina,Left Winger,LW,500000.0,Without Club,,,out,summer,Laliga,2020,False,
Deportivo Alavés,Iván Ramis,35,Spain,Centre-Back,CB,,,,,out,summer,Laliga,2020,False,
Deportivo Alavés,Sebastián Cristóforo,26,Uruguay,Central Midfield,CM,900000.0,Fiorentina,Italy,0.0,out,summer,Laliga,2020,True,end of loan
SD Huesca,Jota Peleteiro,29,Spain,Right Winger,RW,1500000.0,Aston Villa,England,0.0,in,summer,Laliga,2020,False,
SD Huesca,Carlos Isaac,22,Spain,Right-Back,RB,200000.0,Atl. Madrid B,Spain,0.0,in,summer,Laliga,2020,False,
SD Huesca,Deyverson,29,Brazil,Centre-Forward,CF,2800000.0,Palmeiras,Brazil,0.0,in,summer,Laliga,2020,True,free loan
SD Huesca,Rodrigo Battaglia,29,Argentina,Central Midfield,CM,2500000.0,Sporting CP,Portugal,0.0,in,summer,Laliga,2020,True,free loan
SD Huesca,Florian Lejeune,29,France,Centre-Back,CB,3000000.0,Newcastle,England,0.0,in,summer,Laliga,2020,True,free loan
SD Huesca,Tomás Tavares,19,Portugal,Right-Back,RB,5500000.0,Benfica,Portugal,0.0,in,summer,Laliga,2020,True,free loan
SD Huesca,Javi López,18,Spain,Left-Back,LB,600000.0,Depor. Alavés B,Spain,,in,summer,Laliga,2020,False,
SD Huesca,José Luis Rodríguez,22,Panama,Left Winger,LW,700000.0,Depor. Alavés B,Spain,,in,summer,Laliga,2020,False,
SD Huesca,Adrián Diéguez,24,Spain,Centre-Back,CB,800000.0,Alcorcón,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Ramón Miérez,23,Argentina,Centre-Forward,CF,5000000.0,CD Tenerife,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Patrick Twumasi,26,Ghana,Right Winger,RW,600000.0,Gaziantep FK,Turkey,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Olivier Verdon,24,Benin,Centre-Back,CB,1300000.0,KAS Eupen,Belgium,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Ermedin Demirovic,22,Bosnia-Herzegovina,Centre-Forward,CF,9000000.0,FC St. Gallen,Switzerland,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Saúl García,25,Spain,Left-Back,LB,700000.0,Rayo Vallecano,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Anderson Cruz,24,Angola,Left Winger,LW,300000.0,CF Fuenlabrada,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Antonio Sivera,24,Spain,Goalkeeper,GK,900000.0,UD Almería,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,John Guidetti,28,Sweden,Centre-Forward,CF,1200000.0,Hannover 96,Germany,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Javi Muñoz,25,Spain,Central Midfield,CM,700000.0,CD Tenerife,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Burgui,26,Spain,Left Winger,LW,700000.0,Real Zaragoza,Spain,0.0,in,summer,Laliga,2020,True,end of loan
SD Huesca,Ermedin Demirovic,22,Bosnia-Herzegovina,Centre-Forward,CF,9000000.0,SC Freiburg,Germany,3700000.0,out,summer,Laliga,2020,False,
SD Huesca,Patrick Twumasi,26,Ghana,Right Winger,RW,600000.0,Hannover 96,Germany,700000.0,out,summer,Laliga,2020,False,
SD Huesca,Jeando Fuchs,22,Cameroon,Defensive Midfield,DM,800000.0,Dundee United,Scotland,,out,summer,Laliga,2020,False,
SD Huesca,Adrián Diéguez,24,Spain,Centre-Back,CB,800000.0,CF Fuenlabrada,Spain,,out,summer,Laliga,2020,False,
SD Huesca,Anderson Cruz,24,Angola,Left Winger,LW,300000.0,Bolívar,Bolivia,,out,summer,Laliga,2020,False,
SD Huesca,Rafa Navarro,26,Spain,Right-Back,RB,300000.0,NK Istra,Croatia,0.0,out,summer,Laliga,2020,True,free loan
SD Huesca,Ramón Miérez,23,Argentina,Centre-Forward,CF,5000000.0,NK Osijek,Croatia,0.0,out,summer,Laliga,2020,True,free loan
SD Huesca,Carlos Isaac,22,Spain,Right-Back,RB,200000.0,Albacete,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Huesca,José Luis Rodríguez,22,Panama,Left Winger,LW,700000.0,CD Lugo,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Huesca,Olivier Verdon,24,Benin,Centre-Back,CB,1300000.0,Ludogorets,Bulgaria,0.0,out,summer,Laliga,2020,True,free loan
SD Huesca,Javi Muñoz,25,Spain,Central Midfield,CM,700000.0,CD Mirandés,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Huesca,Saúl García,25,Spain,Left-Back,LB,700000.0,Sporting Gijón,Spain,0.0,out,summer,Laliga,2020,True,free loan
SD Huesca,Víctor Camarasa,26,Spain,Central Midfield,CM,1500000.0,Real Betis,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Huesca,Aleix Vidal,30,Spain,Right-Back,RB,2000000.0,Sevilla FC,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Huesca,Oliver Burke,23,Scotland,Centre-Forward,CF,6000000.0,West Brom,England,0.0,out,summer,Laliga,2020,True,end of loan
SD Huesca,Lisandro Magallán,26,Argentina,Centre-Back,CB,2500000.0,Ajax,Netherlands,0.0,out,summer,Laliga,2020,True,end of loan
SD Huesca,Ismael Gutiérrez,20,Spain,Central Midfield,CM,700000.0,Real Betis,Spain,0.0,out,summer,Laliga,2020,True,end of loan
SD Huesca,Roberto,34,Spain,Goalkeeper,GK,700000.0,West Ham,England,0.0,out,summer,Laliga,2020,True,end of loan
SD Huesca,Ljubomir Fejsa,31,Serbia,Defensive Midfield,DM,1500000.0,Benfica,Portugal,0.0,out,summer,Laliga,2020,True,end of loan
SD Huesca,Deyverson,30,Brazil,Centre-Forward,CF,2800000.0,Palmeiras,Brazil,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Borja García,29,Spain,Attacking Midfield,AM,1500000.0,Girona,Spain,1500000.0,in,summer,Laliga,2020,False,
Celta de Vigo,Dimitrios Siovas,32,Greece,Centre-Back,CB,1500000.0,CD Leganés,Spain,1000000.0,in,summer,Laliga,2020,False,
Celta de Vigo,Javi Ontiveros,23,Spain,Left Winger,LW,4000000.0,Villarreal,Spain,650000.0,in,summer,Laliga,2020,True,loan with fee
Celta de Vigo,Andrés Fernández,33,Spain,Goalkeeper,GK,600000.0,Villarreal,Spain,500000.0,in,summer,Laliga,2020,False,
Celta de Vigo,Pablo Insua,26,Spain,Centre-Back,CB,800000.0,FC Schalke 04,Germany,250000.0,in,summer,Laliga,2020,False,
Celta de Vigo,Sandro Ramírez,25,Spain,Centre-Forward,CF,3500000.0,Everton,England,0.0,in,summer,Laliga,2020,False,
Celta de Vigo,Gastón Silva,26,Uruguay,Centre-Back,CB,1000000.0,Independiente,Argentina,0.0,in,summer,Laliga,2020,False,
Celta de Vigo,Idrissa Doumbia,22,Cote d'Ivoire,Defensive Midfield,DM,3000000.0,Sporting CP,Portugal,0.0,in,summer,Laliga,2020,True,free loan
Celta de Vigo,Pablo Maffeo,23,Spain,Right-Back,RB,3500000.0,VfB Stuttgart,Germany,0.0,in,summer,Laliga,2020,True,free loan
Celta de Vigo,Juan Peñaloza,20,Colombia,Left Winger,LW,100000.0,SD Ejea,Spain,,in,summer,Laliga,2020,False,
Celta de Vigo,Kike Hermoso,20,Spain,Centre-Back,CB,400000.0,SD Ejea,Spain,,in,summer,Laliga,2020,False,
Celta de Vigo,Ronald Gbizie,23,Cote d'Ivoire,Central Midfield,CM,100000.0,SD Ejea,Spain,,in,summer,Laliga,2020,False,
Celta de Vigo,Serdar Gürler,28,Turkey,Right Winger,RW,1000000.0,Göztepe,Turkey,0.0,in,summer,Laliga,2020,True,end of loan
Celta de Vigo,Jonathan Toro,23,Honduras,Attacking Midfield,AM,200000.0,Tondela,Portugal,0.0,in,summer,Laliga,2020,True,end of loan
Celta de Vigo,Aleksandar Jovanovic,27,Serbia,Goalkeeper,GK,400000.0,Aarhus GF,Denmark,0.0,in,summer,Laliga,2020,True,end of loan
Celta de Vigo,Jaime Seoane,23,Spain,Central Midfield,CM,3000000.0,CD Lugo,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Celta de Vigo,Dani Escriche,22,Spain,Centre-Forward,CF,1500000.0,Elche CF,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Celta de Vigo,Joaquín Muñoz,21,Spain,Left Winger,LW,800000.0,CD Mirandés,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Celta de Vigo,Aleksandar Jovanovic,27,Serbia,Goalkeeper,GK,400000.0,Dep. La Coruña,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Celta de Vigo,Jonathan Toro,23,Honduras,Attacking Midfield,AM,200000.0,Chaves,Portugal,0.0,out,summer,Laliga,2020,False,
Celta de Vigo,Kike Hermoso,21,Spain,Centre-Back,CB,400000.0,Betis Deportivo,Spain,0.0,out,summer,Laliga,2020,False,
Celta de Vigo,Aleksandar Jovanovic,27,Serbia,Goalkeeper,GK,400000.0,Apol. Limassol,Cyprus,0.0,out,summer,Laliga,2020,False,
Celta de Vigo,Serdar Gürler,28,Turkey,Right Winger,RW,1000000.0,Antalyaspor,Turkey,,out,summer,Laliga,2020,False,
Celta de Vigo,Joaquín Muñoz,21,Spain,Left Winger,LW,800000.0,Málaga CF,Spain,0.0,out,summer,Laliga,2020,True,free loan
Celta de Vigo,Juan Peñaloza,20,Colombia,Left Winger,LW,100000.0,Racing Ferrol,Spain,0.0,out,summer,Laliga,2020,True,free loan
Celta de Vigo,Ronald Gbizie,23,Cote d'Ivoire,Central Midfield,CM,100000.0,CD Numancia,Spain,0.0,out,summer,Laliga,2020,True,free loan
Celta de Vigo,Cheick Doukouré,27,Cote d'Ivoire,Defensive Midfield,DM,600000.0,Levante,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Miguelón,24,Spain,Right-Back,RB,1000000.0,Villarreal,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Dani Raba,24,Spain,Right Winger,RW,900000.0,Villarreal,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Cristo González,22,Spain,Centre-Forward,CF,1500000.0,Udinese Calcio,Italy,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Pablo Insua,26,Spain,Centre-Back,CB,800000.0,FC Schalke 04,Germany,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Rubén Yáñez,26,Spain,Goalkeeper,GK,2000000.0,Getafe,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Josué Sá,28,Portugal,Centre-Back,CB,1500000.0,RSC Anderlecht,Belgium,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Toni Datkovic,26,Croatia,Centre-Back,CB,500000.0,NK Lokomotiva,Croatia,0.0,out,summer,Laliga,2020,True,end of loan
Celta de Vigo,Jordi Mboula,21,Spain,Right Winger,RW,1000000.0,Monaco,France,0.0,out,summer,Laliga,2020,True,end of loan
Elche CF,Miguel Baeza,20,Spain,Attacking Midfield,AM,2500000.0,RM Castilla,Spain,2500000.0,in,summer,Laliga,2020,False,
Elche CF,Álvaro Vadillo,25,Spain,Left Winger,LW,1000000.0,Granada CF,Spain,0.0,in,summer,Laliga,2020,False,
Elche CF,Renato Tapia,25,Peru,Defensive Midfield,DM,18000000.0,Feyenoord,Netherlands,0.0,in,summer,Laliga,2020,False,
Elche CF,Emre Mor,22,Turkey,Right Winger,RW,575000.0,Olympiacos,Greece,0.0,in,summer,Laliga,2020,True,end of loan
Elche CF,David Costas,25,Spain,Centre-Back,CB,1200000.0,UD Almería,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Elche CF,Jozabed Sánchez,29,Spain,Central Midfield,CM,700000.0,Girona,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Elche CF,Robert Mazan,26,Slovakia,Left-Back,LB,250000.0,CD Tenerife,Spain,0.0,in,summer,Laliga,2020,True,end of loan
Elche CF,Pione Sisto,25,Denmark,Left Winger,LW,4500000.0,FC Midtjylland,Denmark,2500000.0,out,summer,Laliga,2020,False,
Elche CF,Robert Mazan,26,Slovakia,Left-Back,LB,250000.0,Mlada Boleslav,Czech Republic,0.0,out,summer,Laliga,2020,False,
Elche CF,Álvaro Vadillo,26,Spain,Left Winger,LW,1000000.0,Espanyol,Spain,0.0,out,summer,Laliga,2020,True,free loan
Elche CF,Jozabed Sánchez,29,Spain,Central Midfield,CM,700000.0,Málaga CF,Spain,0.0,out,summer,Laliga,2020,True,free loan
Elche CF,Gabriel Fernández,26,Uruguay,Centre-Forward,CF,2000000.0,Real Zaragoza,Spain,0.0,out,summer,Laliga,2020,True,free loan
Elche CF,Juan Hernández,25,Spain,Right Winger,RW,400000.0,CE Sabadell,Spain,0.0,out,summer,Laliga,2020,True,free loan
Elche CF,Fedor Smolov,30,Russia,Centre-Forward,CF,8000000.0,Loko Moscow,Russia,0.0,out,summer,Laliga,2020,True,end of loan
Elche CF,Filip Bradaric,28,Croatia,Defensive Midfield,DM,2700000.0,Cagliari Calcio,Italy,0.0,out,summer,Laliga,2020,True,end of loan
Elche CF,Rafinha,27,Brazil,Attacking Midfield,AM,12000000.0,Barcelona,Spain,0.0,out,summer,Laliga,2020,True,end of loan
Elche CF,Pape Cheikh,22,Senegal,Central Midfield,CM,2500000.0,Olympique Lyon,France,0.0,out,summer,Laliga,2020,True,end of loan
