,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,PK_Performance,PKatt_Performance
58,Saúl Berjón,es  ESP,"FW,MF",Eibar,28,1986,26.5,3,,18,,,0.68,,0.17,,0,0
59,Beto,pt  POR,GK,Sevilla,32,1982,16.0,0,,0,,,0.00,,,,0,0
60,Thievy Bifouma,cg  CGO,"FW,MF",Almería,22,1992,19.7,4,,16,,,0.81,,0.25,,0,0
61,Rubén Blanco,es  ESP,GK,Celta Vigo,19,1995,0.8,0,,0,,,0.00,,,,0,0
62,Derek Boateng,gh  GHA,MF,Eibar,31,1983,8.1,0,,1,,,0.12,,0.00,,0,0
63,Arthur Boka,ci  CIV,DF,Málaga,31,1983,19.0,0,,8,,,0.42,,0.00,,0,0
64,Theo Bongonda,be  BEL,"FW,MF",Celta Vigo,18,1995,1.6,1,,1,,,0.64,,1.00,,0,0
65,Celso Borges,cr  CRC,"FW,MF",La Coruña,26,1988,16.3,3,,7,,,0.43,,0.29,,1,1
66,Iago Bouzón,es  ESP,DF,Córdoba,31,1983,2.5,0,,0,,,0.00,,,,0,0
67,Eneko Bóveda,es  ESP,DF,Eibar,25,1988,34.8,1,,7,,,0.20,,0.14,,0,0
68,Claudio Bravo,cl  CHI,GK,Barcelona,31,1983,37.0,0,,0,,,0.00,,,,0,0
69,Emi Buendía,ar  ARG,"FW,MF",Getafe,17,1996,1.5,0,,2,,,1.33,,0.00,,0,0
70,Alberto Bueno,es  ESP,"FW,MF",Rayo Vallecano,26,1988,31.8,17,,43,,,1.35,,0.35,,2,3
71,Sergio Busquets,es  ESP,MF,Barcelona,26,1988,27.5,0,,2,,,0.07,,0.00,,0,0
72,Unai Bustinza,es  ESP,DF,Athletic Club,22,1992,1.1,0,,0,,,0.00,,,,0,0
73,Edu Caballer,es  ESP,DF,Córdoba,32,1981,12.1,0,,2,,,0.17,,0.00,,0,0
74,Carlos Caballero,es  ESP,MF,Córdoba,29,1984,0.1,0,,0,,,0.00,,,,0,0
75,Gustavo Cabral,ar  ARG,DF,Celta Vigo,28,1985,34.2,1,,4,,,0.12,,0.25,,0,0
76,Felipe Caicedo,ec  ECU,"FW,MF",Espanyol,25,1988,21.0,9,,21,,,1.00,,0.43,,0,0
77,Cala,es  ESP,DF,Granada,24,1989,5.7,0,,0,,,0.00,,,,0,0
78,Ignacio Camacho,es  ESP,MF,Málaga,24,1990,24.5,2,,8,,,0.33,,0.25,,0,0
79,Víctor Camarasa,es  ESP,MF,Levante,20,1994,20.1,2,,6,,,0.30,,0.33,,0,0
80,Joel Campbell,cr  CRC,"FW,MF",Villarreal,22,1992,13.3,1,,11,,,0.83,,0.09,,0,0
81,Sergio Canales,es  ESP,"FW,MF",Real Sociedad,23,1991,28.1,4,,23,,,0.82,,0.17,,0,0
82,José Cañas,es  ESP,MF,Espanyol,27,1987,24.6,0,,1,,,0.04,,0.00,,0,0
83,João Cancelo,pt  POR,"DF,MF",Valencia,20,1994,5.8,0,,0,,,0.00,,,,0,0
84,Daniel Candeias,pt  POR,"FW,MF",Granada,26,1988,5.9,0,,3,,,0.51,,0.00,,0,0
85,Roberto Canella,es  ESP,DF,La Coruña,26,1988,5.0,0,,0,,,0.00,,,,0,0
86,Ander Capa,es  ESP,"DF,MF",Eibar,22,1992,26.7,3,,10,,,0.37,,0.30,,0,0
87,Eneko Capilla,es  ESP,MF,Real Sociedad,19,1995,0.1,0,,0,,,0.00,,,,0,0
88,José Carlos,es  ESP,"FW,MF",Córdoba,27,1987,0.2,0,,0,,,0.00,,,,0,0
89,Daniel Carriço,pt  POR,"DF,MF",Sevilla,25,1988,28.0,1,,4,,,0.14,,0.25,,0,0
90,Federico Cartabia,ar  ARG,MF,Córdoba,21,1993,24.0,4,,21,,,0.88,,0.19,,0,1
91,Dani Carvajal,es  ESP,DF,Real Madrid,22,1992,25.2,0,,1,,,0.04,,0.00,,0,0
92,Víctor Casadesús,es  ESP,FW,Levante,29,1985,27.1,8,,18,,,0.67,,0.44,,0,0
93,Kiko Casilla,es  ESP,GK,Espanyol,27,1986,36.4,0,,0,,,0.00,,,,0,0
94,Iker Casillas,es  ESP,GK,Real Madrid,33,1981,32.0,0,,0,,,0.00,,,,0,0
95,Samu Castillejo,es  ESP,"FW,MF",Málaga,19,1995,26.0,1,,9,,,0.35,,0.11,,0,0
96,Chory Castro,uy  URU,"FW,MF",Real Sociedad,29,1984,20.1,4,,18,,,0.90,,0.22,,0,0
97,Diego Castro,es  ESP,"FW,MF",Getafe,32,1982,25.0,3,,15,,,0.60,,0.20,,0,1
98,Jonny Castro,es  ESP,"DF,MF",Celta Vigo,20,1994,33.0,0,,1,,,0.03,,0.00,,0,0
99,Zé Castro,pt  POR,DF,Rayo Vallecano,31,1983,26.8,0,,2,,,0.07,,0.00,,0,0
100,Ivan Cavaleiro,pt  POR,"FW,MF",La Coruña,20,1993,26.5,3,,16,,,0.60,,0.19,,0,1
101,Alessio Cerci,it  ITA,"FW,MF",Atlético Madrid,27,1987,1.4,0,,3,,,2.16,,0.00,,0,0
102,Charles,br  BRA,FW,Celta Vigo,30,1984,12.4,3,,10,,,0.81,,0.30,,0,0
103,Chechu,es  ESP,DF,Villarreal,32,1982,12.8,0,,0,,,0.00,,,,0,0
104,Denis Cheryshev,ru  RUS,"FW,MF",Villarreal,23,1990,18.7,4,,26,,,1.39,,0.15,,0,0
105,Domingo Cisma,es  ESP,DF,Elche,32,1982,24.0,0,,1,,,0.04,,0.00,,0,0
106,Pablo Clavería,es  ESP,MF,Rayo Vallecano,18,1996,0.1,0,,0,,,0.00,,,,0,0
107,David Cobeño,es  ESP,GK,Rayo Vallecano,32,1982,2.7,0,,0,,,0.00,,,,0,0
108,Jordi Codina,es  ESP,GK,Getafe,32,1982,5.0,0,,0,,,0.00,,,,0,0
109,Fábio Coentrão,pt  POR,DF,Real Madrid,26,1988,4.6,0,,1,,,0.22,,0.00,,0,0
110,Coke,es  ESP,DF,Sevilla,27,1987,20.1,2,,7,,,0.35,,0.29,,0,0
111,Diego Colotto,ar  ARG,DF,Espanyol,33,1981,21.9,1,,7,,,0.32,,0.14,,0,0
112,Adrián Colunga,es  ESP,"FW,MF",Granada,29,1984,2.4,0,,1,,,0.41,,0.00,,0,0
113,Jhon Córdoba,co  COL,FW,Granada,21,1993,15.7,4,,12,,,0.77,,0.33,,0,0
114,Ferran Corominas,es  ESP,"FW,MF",Elche,31,1983,13.5,0,,3,,,0.22,,0.00,,0,0
115,Corona,es  ESP,MF,Almería,33,1981,22.5,0,,4,,,0.18,,0.00,,0,0
116,Hélder Costa,pt  POR,"FW,MF",La Coruña,20,1994,1.7,0,,2,,,1.20,,0.00,,0,0
117,Jaume Costa,es  ESP,DF,Villarreal,26,1988,27.0,1,,3,,,0.11,,0.33,,0,0
118,David Costas,es  ESP,DF,Celta Vigo,19,1995,1.0,0,,0,,,0.00,,,,0,0
119,Isaac Cuenca,es  ESP,"FW,MF",La Coruña,23,1991,16.2,2,,9,,,0.56,,0.11,,1,1
120,Julián Cuesta,es  ESP,GK,Almería,23,1991,15.0,0,,0,,,0.00,,,,0,0
121,Teerasil Dangda,th  THA,FW,Almería,26,1988,1.6,0,,1,,,0.62,,0.00,,0,0
122,Sergi Darder,es  ESP,MF,Málaga,20,1993,30.5,4,,17,,,0.56,,0.24,,0,0
123,Rodrigo De Paul,ar  ARG,"FW,MF",Valencia,20,1994,8.3,1,,7,,,0.85,,0.14,,0,0
124,Deivid,es  ESP,"DF,MF",Córdoba,25,1989,20.0,0,,0,,,0.00,,,,0,0
125,Manu del Moral,es  ESP,FW,Eibar,30,1984,18.6,3,,17,,,0.91,,0.18,,0,0
126,Gerard Deulofeu,es  ESP,"FW,MF",Sevilla,20,1994,8.7,1,,6,,,0.69,,0.17,,0,0
127,Modibo Diakité,fr  FRA,DF,La Coruña,27,1987,2.0,0,,0,,,0.00,,,,0,0
128,Baba Diawara,sn  SEN,FW,Getafe,26,1988,6.5,1,,6,,,0.92,,0.17,,0,0
129,Stole Dimitrievski,mk  MKD,GK,Granada,20,1993,1.0,0,,0,,,0.00,,,,0,0
130,Papakouli Diop,sn  SEN,MF,Levante,28,1986,17.1,0,,2,,,0.12,,0.00,,0,0
131,Juan Domínguez,es  ESP,MF,La Coruña,24,1990,14.0,1,,6,,,0.43,,0.17,,0,0
132,Giovani dos Santos,mx  MEX,"FW,MF",Villarreal,25,1989,15.4,1,,9,,,0.58,,0.11,,0,0
133,Jonathan dos Santos,mx  MEX,MF,Villarreal,24,1990,18.2,2,,8,,,0.44,,0.25,,0,0
134,Mauro dos Santos,ar  ARG,DF,Almería,25,1989,25.5,1,,6,,,0.24,,0.17,,0,0
135,Douglas,br  BRA,DF,Barcelona,23,1990,1.1,0,,0,,,0.00,,,,0,0
136,Rubén Duarte,es  ESP,DF,Espanyol,18,1995,11.0,0,,0,,,0.00,,,,0,0
137,Sebastián Dubarbier,ar  ARG,"DF,FW",Almería,28,1986,30.7,0,,3,,,0.10,,0.00,,0,0
138,Duda,pt  POR,"DF,FW",Málaga,34,1980,9.8,1,,9,,,0.92,,0.11,,0,1
139,Patrick Ekeng,cm  CMR,MF,Córdoba,24,1990,8.4,1,,3,,,0.36,,0.33,,0,0
140,Borja Ekiza,es  ESP,DF,Eibar,26,1988,10.3,0,,1,,,0.10,,0.00,,0,0
141,Aritz Elustondo,es  ESP,DF,Real Sociedad,20,1994,3.5,1,,1,,,0.28,,1.00,,0,0
142,Gorka Elustondo,es  ESP,"DF,MF",Real Sociedad,27,1987,12.9,1,,2,,,0.15,,0.50,,0,0
143,Adri Embarba,es  ESP,"FW,MF",Rayo Vallecano,22,1992,9.3,3,,11,,,1.18,,0.27,,0,0
144,Jon Errasti,es  ESP,MF,Eibar,26,1988,19.2,0,,1,,,0.05,,0.00,,0,0
145,Sergio Escudero,es  ESP,"DF,MF",Getafe,24,1989,24.5,2,,9,,,0.37,,0.22,,0,0
146,Beñat Etxebarria,es  ESP,MF,Athletic Club,27,1987,19.0,2,,9,,,0.47,,0.22,,0,0
147,Xabier Etxeita,es  ESP,DF,Athletic Club,26,1987,21.9,2,,4,,,0.18,,0.50,,0,0
148,Fabricio,es  ESP,GK,La Coruña,26,1987,31.0,0,,0,,,0.00,,,,0,0
149,Fayçal Fajr,ma  MAR,MF,Elche,25,1988,28.5,1,,18,,,0.63,,0.06,,0,1
150,Luis Fariña,ar  ARG,"FW,MF",La Coruña,23,1991,13.2,1,,5,,,0.38,,0.20,,0,0
151,Mohammed Fatau,gh  GHA,MF,Rayo Vallecano,21,1992,7.8,0,,0,,,0.00,,,,0,0
152,Sofiane Feghouli,dz  ALG,"FW,MF",Valencia,24,1989,21.4,6,,12,,,0.56,,0.50,,0,0
153,Alex Felip,es  ESP,MF,Getafe,22,1992,1.1,0,,0,,,0.00,,,,0,0
154,Álex Fernández,es  ESP,"DF,MF",Espanyol,21,1992,1.9,0,,1,,,0.54,,0.00,,0,0
155,Augusto Fernández,ar  ARG,MF,Celta Vigo,28,1986,23.5,1,,10,,,0.43,,0.10,,0,0
156,Carlos Fernández,es  ESP,FW,Sevilla,18,1996,0.1,0,,0,,,0.00,,,,0,0
157,Fidel,es  ESP,MF,Córdoba,24,1989,15.8,1,,4,,,0.25,,0.25,,0,0
158,Diogo Figueiras,pt  POR,"DF,MF",Sevilla,23,1991,20.4,1,,7,,,0.34,,0.14,,0,0
159,Alfreð Finnbogason,is  ISL,FW,Real Sociedad,25,1989,9.1,2,,4,,,0.44,,0.50,,0,0
160,Andreu Fontàs,es  ESP,DF,Celta Vigo,24,1989,33.2,0,,4,,,0.12,,0.00,,0,0
161,Dimitri Foulquier,fr  FRA,"DF,MF",Granada,21,1993,18.9,0,,1,,,0.05,,0.00,,0,0
162,Edimar Fraga,br  BRA,"DF,MF",Córdoba,28,1986,16.6,0,,3,,,0.18,,0.00,,0,0
163,Franco Fragapane,ar  ARG,"FW,MF",Elche,21,1993,0.3,0,,0,,,0.00,,,,0,0
164,Javi Fuego,es  ESP,MF,Valencia,30,1984,33.3,3,,5,,,0.15,,0.60,,0,0
165,Gabi,es  ESP,MF,Atlético Madrid,31,1983,28.8,0,,3,,,0.10,,0.00,,0,0
166,Rafa Gálvez,es  ESP,"DF,MF",Elche,21,1993,1.4,0,,0,,,0.00,,,,0,0
167,Kévin Gameiro,fr  FRA,FW,Sevilla,27,1987,10.7,8,,19,,,1.78,,0.32,,2,2
168,Jesús Gámez,es  ESP,DF,Atlético Madrid,29,1985,12.0,0,,1,,,0.08,,0.00,,0,0
169,Borja García,es  ESP,"FW,MF",Córdoba,23,1990,21.9,1,,11,,,0.50,,0.09,,0,0
170,Dani García,es  ESP,MF,Eibar,24,1990,32.8,1,,2,,,0.06,,0.50,,0,0
171,Raúl García,es  ESP,"FW,MF",Atlético Madrid,28,1986,19.0,5,,22,,,1.16,,0.14,,2,2
172,Rubén García,es  ESP,"FW,MF",Levante,21,1993,15.2,1,,7,,,0.46,,0.14,,0,1
173,Samu García,es  ESP,"FW,MF",Málaga,24,1990,24.8,5,,18,,,0.73,,0.28,,0,0
174,Sergio García,es  ESP,"FW,MF",Espanyol,31,1983,33.5,14,,38,,,1.13,,0.32,,2,2
175,Mario Gaspar,es  ESP,DF,Villarreal,23,1990,31.6,3,,10,,,0.32,,0.30,,0,0
176,Jaime Gavilán,es  ESP,MF,Levante,29,1985,0.8,0,,0,,,0.00,,,,0,0
177,Jon Gaztañaga,es  ESP,"DF,MF",Real Sociedad,23,1991,1.7,0,,0,,,0.00,,,,0,0
178,Nabil Ghilas,dz  ALG,"FW,MF",Córdoba,24,1990,23.3,7,,17,,,0.73,,0.29,,2,2
179,Carles Gil,es  ESP,"FW,MF",Valencia,21,1992,3.1,1,,1,,,0.33,,1.00,,0,0
180,Álvaro Giménez,es  ESP,"FW,MF",Elche,23,1991,4.3,0,,1,,,0.23,,0.00,,0,0
181,Diego Godín,uy  URU,DF,Atlético Madrid,28,1986,34.0,3,,8,,,0.24,,0.38,,0,0
182,André Gomes,pt  POR,MF,Valencia,21,1993,28.2,4,,11,,,0.39,,0.36,,0,0
183,Abel Gómez Moreno,es  ESP,MF,Córdoba,32,1982,13.9,0,,8,,,0.57,,0.00,,0,0
184,Ibai Gómez,es  ESP,"FW,MF",Athletic Club,24,1989,11.2,1,,11,,,0.98,,0.09,,0,0
185,Moi Gómez,es  ESP,"FW,MF",Villarreal,20,1994,18.0,4,,11,,,0.61,,0.36,,0,0
186,Sergi Gómez,es  ESP,DF,Celta Vigo,22,1992,14.3,0,,2,,,0.14,,0.00,,0,0
187,Abraham González,es  ESP,MF,Espanyol,29,1985,14.0,1,,3,,,0.21,,0.33,,0,0
188,Adrián González,es  ESP,MF,Elche,26,1988,21.2,0,,8,,,0.38,,0.00,,0,0
189,Álvaro González,es  ESP,DF,Espanyol,24,1990,34.9,1,,2,,,0.06,,0.50,,0,0
190,Mikel González,es  ESP,DF,Real Sociedad,28,1985,13.8,0,,0,,,0.00,,,,0,0
191,Esteban Granero,es  ESP,MF,Real Sociedad,27,1987,27.7,0,,5,,,0.18,,0.00,,0,0
192,Antoine Griezmann,fr  FRA,"FW,MF",Atlético Madrid,23,1991,27.2,22,,41,,,1.51,,0.54,,0,0
193,Vicente Guaita,es  ESP,GK,Getafe,27,1987,29.0,0,,0,,,0.00,,,,0,0
194,Javi Guerra,es  ESP,FW,Málaga,32,1982,7.7,5,,17,,,2.22,,0.29,,0,0
195,Guillermo,es  ESP,FW,Athletic Club,21,1993,6.3,0,,7,,,1.11,,0.00,,0,0
196,Adrián Gunino,uy  URU,DF,Córdoba,25,1989,21.6,0,,0,,,0.00,,,,0,0
197,Carlos Gurpegui,es  ESP,"DF,MF",Athletic Club,33,1980,16.1,1,,2,,,0.12,,0.50,,0,0
198,Munir El Haddadi,ma  MAR,"FW,MF",Barcelona,18,1995,5.1,1,,5,,,0.98,,0.20,,0,0
199,Mike Havenaar,jp  JPN,FW,Córdoba,27,1987,3.2,0,,0,,,0.00,,,,0,0
200,Héctor,es  ESP,"DF,FW",Atlético Madrid,18,1995,0.2,0,,0,,,0.00,,,,0,0
201,Tomer Hemed,il  ISR,FW,Almería,27,1987,25.8,8,,30,,,1.16,,0.20,,2,2
202,Uche Henry Agbo,ng  NGA,MF,Granada,18,1995,0.1,0,,0,,,0.00,,,,0,0
203,Iker Hernández,es  ESP,FW,Real Sociedad,20,1994,0.1,0,,0,,,0.00,,,,0,0
204,Javier Hernández,mx  MEX,FW,Real Madrid,26,1988,9.7,7,,20,,,2.06,,0.35,,0,0
205,Lucas Hernández,fr  FRA,DF,Atlético Madrid,18,1996,0.0,0,,0,,,0.00,,,,0,0
206,Pablo Hernández,cl  CHI,"FW,MF",Celta Vigo,27,1986,15.0,2,,4,,,0.27,,0.50,,0,0
207,Cristian Herrera,es  ESP,"FW,MF",Elche,23,1991,9.8,1,,5,,,0.51,,0.20,,0,0
208,Manu Herrera,es  ESP,GK,Elche,32,1981,6.2,0,,0,,,0.00,,,,0,0
209,Iago Herrerín,es  ESP,GK,Athletic Club,26,1988,4.0,0,,0,,,0.00,,,,0,0
210,Pablo Hervías,es  ESP,MF,Real Sociedad,21,1993,4.3,1,,3,,,0.70,,0.33,,0,0
211,Fredy Hinestroza,co  COL,MF,Getafe,24,1990,20.8,2,,14,,,0.67,,0.14,,0,0
212,Ricardo Horta,pt  POR,"FW,MF",Málaga,19,1994,16.9,1,,17,,,1.01,,0.06,,0,0
213,Vicente Iborra,es  ESP,MF,Sevilla,26,1988,22.4,7,,15,,,0.67,,0.47,,0,0
214,Borja Iglesias,es  ESP,FW,Celta Vigo,21,1993,0.1,0,,0,,,0.00,,,,0,0
215,Asier Illarramendi,es  ESP,MF,Real Madrid,24,1990,13.9,0,,1,,,0.07,,0.00,,0,0
216,Andrés Iniesta,es  ESP,MF,Barcelona,30,1984,17.5,0,,7,,,0.40,,0.00,,0,0
217,Emanuel Insúa,ar  ARG,DF,Granada,23,1991,11.3,0,,3,,,0.26,,0.00,,0,0
218,Emiliano Insúa,ar  ARG,DF,Rayo Vallecano,25,1989,20.0,1,,3,,,0.15,,0.33,,0,0
219,Pablo Insua,es  ESP,DF,La Coruña,20,1993,13.6,0,,1,,,0.07,,0.00,,0,0
220,Gorka Iraizoz,es  ESP,GK,Athletic Club,33,1981,34.0,0,,0,,,0.00,,,,0,0
221,Andoni Iraola,es  ESP,"DF,MF",Athletic Club,32,1982,17.0,1,,4,,,0.24,,0.25,,0,0
222,Xabi Irureta,es  ESP,GK,Eibar,28,1986,33.0,0,,0,,,0.00,,,,0,0
223,Isco,es  ESP,"FW,MF",Real Madrid,22,1992,25.9,4,,20,,,0.77,,0.20,,0,0
224,Manuel Iturra,cl  CHI,MF,Granada,30,1984,26.2,0,,3,,,0.11,,0.00,,0,0
225,Ander Iturraspe,es  ESP,MF,Athletic Club,25,1989,20.2,2,,5,,,0.25,,0.40,,0,0
226,Andreas Ivanschitz,at  AUT,MF,Levante,30,1983,14.7,1,,9,,,0.61,,0.00,,1,1
227,Ivi,es  ESP,"FW,MF",Getafe,20,1994,1.6,0,,1,,,0.64,,0.00,,0,0
228,Jaime,es  ESP,GK,Eibar,33,1980,5.0,0,,0,,,0.00,,,,0,0
229,Jason,es  ESP,"FW,MF",Levante,20,1994,0.6,0,,0,,,0.00,,,,0,0
230,Jesé,es  ESP,FW,Real Madrid,21,1993,6.2,3,,6,,,0.97,,0.50,,0,0
231,Jesús,es  ESP,GK,Levante,26,1988,6.0,0,,0,,,0.00,,,,0,0
232,Raúl Jiménez,mx  MEX,FW,Atlético Madrid,23,1991,6.6,1,,11,,,1.66,,0.09,,0,0
233,Bojan Jokić,si  SVN,"DF,MF",Villarreal,28,1986,6.1,0,,1,,,0.16,,0.00,,0,0
234,Jonathas,br  BRA,FW,Elche,25,1989,33.5,14,,37,,,1.10,,0.38,,0,1
235,Joan Jordán,es  ESP,MF,Espanyol,20,1994,1.3,0,,0,,,0.00,,,,0,0
236,Jozabed,es  ESP,MF,Rayo Vallecano,23,1991,13.2,1,,4,,,0.30,,0.25,,0,0
237,Juankar,es  ESP,"DF,FW",Granada,24,1990,14.9,0,,1,,,0.07,,0.00,,0,0
238,Juanmi,es  ESP,"FW,MF",Málaga,21,1993,24.7,8,,16,,,0.65,,0.50,,0,0
239,Juanpi,ve  VEN,MF,Málaga,20,1994,2.3,0,,1,,,0.43,,0.00,,0,0
240,Gaël Kakuta,cd  COD,"FW,MF",Rayo Vallecano,23,1991,33.9,5,,25,,,0.74,,0.20,,0,0
241,Carlos Kameni,cm  CMR,GK,Málaga,30,1984,38.0,0,,0,,,0.00,,,,0,0
242,Nikolaos Karabelas,gr  GRE,DF,Levante,29,1984,10.5,0,,1,,,0.10,,0.00,,0,0
